time_s,desired_force_n,contact_force_n,uav_x_m,uav_y_m,uav_z_m,target_x_m,target_v_mps,target_a_mps2,roll_rad,pitch_rad,yaw_rad,omega1,omega2,omega3,omega4
1.985,0,0,-0.30424570598787,-6.0232421099166e-08,0.999716505607856,1.48884781225561e-05,-0.000954266595240093,-0.0177528772722853,-2.01288901561419e-07,0.0109944988365854,-7.69496282737354e-06,442.454891912866,439.920179621065,437.359652149062,439.920149574868
1.986,0,0,-0.304209445881351,-6.04015133894011e-08,0.99971643553834,1.39256568114669e-05,-0.000971053903687368,-0.015819831784149,-2.00633155865235e-07,0.0108749385818046,-7.66693859759331e-06,442.407709628952,439.920826183609,437.408602956274,439.920796901692
1.987,0,0,-0.304173079144217,-6.05694559275252e-08,0.99971636365156,1.29470164699549e-05,-0.000985903052587831,-0.0138771663357057,-1.99974380167522e-07,0.0107547155799358,-7.63896055809313e-06,442.360636549462,439.921478489356,437.457445367085,439.921449965004
1.988,0,0,-0.30413660695492,-6.07362431819228e-08,0.999716289988515,1.19544994600842e-05,-0.00099880624331325,-0.0119285199103551,-1.99312674118176e-07,0.0106338425456802,-7.61102902769765e-06,442.31367952369,439.922136365222,437.506172215813,439.922108591637
1.989,0,0,-0.304100030498294,-6.09018696719371e-08,0.999716214590386,1.0950054127006e-05,-0.0010097593041019,-0.00997750619182537,-1.98648136263292e-07,0.0105123321630858,-7.58314432068569e-06,442.266845203531,439.92279963864,437.554776540322,439.922772608949
1.99,0,0,-0.304063350965424,-6.10663299682489e-08,0.999716137498533,9.93563118580411e-06,-0.00101876166157961,-0.00802770722484475,-1.97980864035403e-07,0.0103901970837428,-7.5553067466556e-06,442.220140047372,439.923468137578,437.60325157797,439.923441844833
1.991,0,0,-0.304026569553529,-6.12296186932462e-08,0.999716058754479,8.91318013996774e-06,-0.00102581630600097,-0.00608266719659779,-1.97310953744517e-07,0.0102674499250304,-7.52751661040261e-06,442.173570323931,439.924141690556,437.651590761625,439.924116127742
1.992,0,0,-0.303989687465835,-6.13917305213856e-08,0.9997159783999,7.88464573771247e-06,-0.0010309297503367,-0.0041458863491059,-1.96638500569924e-07,0.0101441032684153,-7.49977421180759e-06,442.127142116017,439.924820126668,437.699787715758,439.924795286704
1.993,0,0,-0.303952705911452,-6.15526601795435e-08,0.999715896476617,6.85196447223375e-06,-0.00103411198334286,-0.00222081503233332,-1.95963598552747e-07,0.0100201696578,-7.47207984573686e-06,442.080861324246,439.925503275598,437.747836252596,439.925479151343
1.994,0,0,-0.303915626105252,-6.17124024473591e-08,0.999715813026581,5.81706113184023e-06,-0.00103537641675759,-0.000310847907464532,-1.95286340589219e-07,0.00989566159791945,-7.44443380195273e-06,442.03473367068,439.926190967642,437.795730368335,439.926167551897
1.995,0,0,-0.303878449267747,-6.18709521575692e-08,0.999715728091865,4.78184540576258e-06,-0.00103473982677994,0.00158068169056801,-1.94606818424659e-07,0.0097705915527869,-7.41683636503407e-06,441.988764702418,439.926883033727,437.843464239432,439.926860319241
1.996,0,0,-0.303841176624966,-6.20283041963329e-08,0.999715641714653,3.74820855127446e-06,-0.0010322222899945,0.00345050722260844,-1.93925122648141e-07,0.00964497194418583,-7.38928781430679e-06,441.942959795116,439.92757930543,437.891032218946,439.927557284902
1.997,0,0,-0.303803809408332,-6.21844535035486e-08,0.999715553937229,2.71802012759474e-06,-0.00102784711391396,0.00529543423854927,-1.93241342687804e-07,0.00951881515020849,-7.36178842378371e-06,441.897324156461,439.928279615001,437.938428832947,439.928258281084
1.998,0,0,-0.303766348854545,-6.23393950731622e-08,0.999715464801966,1.69312480186322e-06,-0.00102164076231989,0.00711234548644968,-1.92555566806809e-07,0.0093921335038395,-7.33433846211334e-06,441.851862829576,439.928983795381,437.985648776995,439.928963140688
1.999,0,0,-0.303728796205458,-6.24931239534666e-08,0.999715374351318,6.75339232298694e-07,-0.00101363277558951,0.00889820583001415,-1.91867882099925e-07,0.00926493929158372,-7.3069381925374e-06,441.806580696377,439.929691680227,438.032686912662,439.929671697329
2,0,0,-0.303691152707957,-6.26456352473923e-08,0.999715282627805,-3.33550966543996e-07,-0.00100385568620384,0.0106500669673691,-1.91178374490695e-07,0.0091372447521374,-7.27958787285647e-06,441.761482480868,439.930403103927,438.079538264129,439.930383785363
2.001,0.0109970436709021,0,-0.303653419613842,-6.2796924112791e-08,0.999715189674008,-1.33179417169958e-06,-0.000992344929639199,0.0123650719445079,-1.904871287292e-07,0.00900906207510196,-7.25228775540358e-06,441.716572752382,439.931117901629,438.12619801484,439.931099239905
2.002,0.0219934748186075,0,-0.303615598179704,-6.29469857626685e-08,0.999715095532875,-2.31767560838772e-06,-0.000979138750850484,0.0140404594572157,-1.89794229670918e-07,0.00888040368067571,-7.22503811636407e-06,441.665608959418,439.931889308307,438.179024174076,439.93187134161
2.003,0.0329839585642204,0,-0.303577689666794,-6.30958154653084e-08,0.99971500024897,-3.28952011097678e-06,-0.000964278106560731,0.0156735679357314,-1.89099767288955e-07,0.00875128332372068,-7.19783937168647e-06,441.608796138534,439.932713876274,438.237796832958,439.932696640908
2.004,0.0439631515028182,0,-0.303539695340882,-6.32434085445626e-08,0.999714903868637,-4.24569478423154e-06,-0.00094780656357685,0.0172618394068597,-1.88403837710447e-07,0.00862171632291082,-7.1706921116167e-06,441.546338108185,439.933588223516,438.302297748198,439.93357175391
2.005,0.0549257042977966,0,-0.303501616472112,-6.33897603802308e-08,0.999714806439832,-5.18461156098352e-06,-0.000929770193356561,0.0188028231287021,-1.87706542946116e-07,0.00849171950479774,-7.14359710673951e-06,441.478437456438,439.934509033581,438.372310367217,439.9344933623
2.006,0.0658662642879633,0,-0.30346345433484,-6.35348664084817e-08,0.99971470801196,-6.1047296525891e-06,-0.00091021746305613,0.0202941789936413,-1.87007990599252e-07,0.00836131114826292,-7.11655531182677e-06,441.405295527567,439.935473055569,438.447619853492,439.935458213324
2.007,0.0767794781063234,0,-0.303425210207457,-6.36787221223117e-08,0.999714608635727,-7.00455788877318e-06,-0.000889199123292632,0.0217336806956771,-1.86308293557026e-07,0.00823051092936124,-7.08956786765563e-06,441.32711240754,439.936477104187,438.528013112122,439.936463119852
2.008,0.0876599943092955,0,-0.303386885372194,-6.38213230720379e-08,0.999714508362989,-7.88265694369106e-06,-0.000866768092858156,0.0231192186586818,-1.85607569666945e-07,0.00809933986656087,-7.06263610095373e-06,441.244086908413,439.937518059903,438.613278815564,439.937504960523
2.009,0.0985024660149004,0,-0.303348481114922,-6.39626648658218e-08,0.999714407246616,-8.73764144528068e-06,-0.000842979340626555,0.0244488027226135,-1.84905941401016e-07,0.00796782026638499,-7.03576152262218e-06,441.156416551645,439.938592869146,438.703207429539,439.938580679954
2.01,0.10930155354894,0,-0.303309998724932,-6.41027431702193e-08,0.999714305340365,-9.56818196521914e-06,-0.000817889764896045,0.0257205645851955,-1.84203535510126e-07,0.00783597566946061,-7.00894582438125e-06,441.064297550343,439.939698544584,438.797591239047,439.939687289015
2.011,0.120051927097603,0,-0.303271439494708,-6.42415537107553e-08,0.999714202698752,-1.0373006887042e-05,-0.000791558070413274,0.026932759997043,-1.83500482670937e-07,0.00770383079698035,-6.98219087397784e-06,440.967924790471,439.940832165444,438.896224374492,439.940821865151
2.012,0.130748269365343,0,-0.303232804719682,-6.43790922725183e-08,0.999714099376937,-1.11509041502303e-05,-0.000764044643326185,0.028083770708684,-1.82796917127512e-07,0.007571411497583,-6.95549870908818e-06,440.867491811019,439.941990877883,438.998902837877,439.941981552753
2.013,0.141385278236729,0,-0.303194095697986,-6.45153547007718e-08,0.999713995430615,-1.19007228683187e-05,-0.000735411424314399,0.029172106168395,-1.82092976329693e-07,0.00743874469465879,-6.92887153004367e-06,440.763190783168,439.943171895398,439.105424529042,439.943163563571
2.014,0.151957669440853,0,-0.303155313730188,-6.46503369015807e-08,0.999713890915907,-1.26213748193265e-05,-0.000705721780146621,0.0301964049702315,-1.81388800570165e-07,0.00730585833408575,-6.90231169150245e-06,440.655212488471,439.944372499266,439.215589271925,439.944365177152
2.015,0.16246017921702,0,-0.303116460119016,-6.47840348424488e-08,0.999713785889263,-1.33118358070635e-05,-0.000675040373915004,0.0311554360520998,-1.80684532621958e-07,0.00717278133240338,-6.87582169318374e-06,440.54374629606,439.94559003901,439.329198840816,439.945583741309
2.016,0.172887566980479,0,-0.30307753616908,-6.49164445529646e-08,0.999713680407368,-1.39711468921134e-05,-0.000643433034196318,0.0320480996441711,-1.79980317378087e-07,0.00703954352543011,-6.84940416977738e-06,440.428980138922,439.946821932882,439.446056986589,439.946816672609
2.017,0.183234617986603,0,-0.303038543186577,-6.50475621254533e-08,0.999713574527053,-1.45984154915452e-05,-0.00061096662338923,0.0328734279683918,-1.79276301494791e-07,0.00690617561733129,-6.82306188013545e-06,440.311100489246,439.948065668365,439.565969462865,439.948061456866
2.018,0.193496145992477,0,-0.30299948247899,-6.51773837156322e-08,0.999713468305209,-1.51928163466534e-05,-0.000577708905476054,0.0336305856902918,-1.78572633039831e-07,0.00677270913014452,-6.79679769584825e-06,440.190292332895,439.949318802669,439.688744052117,439.949315649646
2.019,0.203666995914288,0,-0.302960355354782,-6.53059055432667e-08,0.99971336179871,-1.57535923582759e-05,-0.000543728413455867,0.0343188701247312,-1.77869461147103e-07,0.00663917635376898,-6.77061458930215e-06,440.066739143001,439.950578963237,439.814190591659,439.950576876774
2.02,0.213742046479305,0,-0.30292116312308,-6.54331238928251e-08,0.999713255064336,-1.6280055289482e-05,-0.000509094316694073,0.0349377111976578,-1.77166935678741e-07,0.00650561029642611,-6.74451562131195e-06,439.940622852734,439.95184384824,439.942120999518,439.951842834827
2.021,0.223716212871006,0,-0.30288190709335,-6.55590351141304e-08,0.999713148158704,-1.67715863356698e-05,-0.000473876288431174,0.0354866711663731,-1.76465206895768e-07,0.00637204463559853,-6.71850392841608e-06,439.812123827269,439.95311122706,440.072349300164,439.953111291619
2.022,0.233584449366026,0,-0.302842588575067,-6.5683635623006e-08,0.999713041138198,-1.72276365623522e-05,-0.000438144373690828,0.0359654441012207,-1.75764425138231e-07,0.00623851366945446,-6.69258270991834e-06,439.681420834978,439.95437894076,440.204691650068,439.954380086671
2.023,0.243341751961516,0,-0.302803208877382,-6.58069219019141e-08,0.999712934058908,-1.76477272111497e-05,-0.000401968857824138,0.0363738551320158,-1.75064740515665e-07,0.00610505226876511,-6.66675521475559e-06,439.548691017881,439.955644902524,440.338966363073,439.955647131655
2.024,0.252983160991618,0,-0.302763769308776,-6.59288905005851e-08,0.999712826976571,-1.80314498747422e-05,-0.000365420135923611,0.0367118594629302,-1.74366302608619e-07,0.00597169582932223,-6.64102472826661e-06,439.414109861394,439.956907098077,440.474993935563,439.956910410813
2.025,0.262503763731518,0,-0.302724271176716,-6.60495380366359e-08,0.999712719946513,-1.83784665417666e-05,-0.000328568583336312,0.0369795411599353,-1.73669260181883e-07,0.00583848022486346,-6.61539455893302e-06,439.277851163408,439.958163586067,440.612597071393,439.958167981339
2.026,0.271898696987907,0,-0.302684715787304,-6.61688611961762e-08,0.999712613023596,-1.86885095128701e-05,-0.000291484427501443,0.0371771117152762,-1.72973760909941e-07,0.00570544176051294,-6.58986802515946e-06,439.140087002729,439.95941249841,440.751600706585,439.95941797373
2.027,0.281163149674292,0,-0.30264510444492,-6.62868567344005e-08,0.99971250626217,-1.89613811893559e-05,-0.000254237621332936,0.0373049083938152,-1.72279951115121e-07,0.00557261712674482,-6.56444844215584e-06,439.000987706923,439.960652040602,440.891832033745,439.960658592088
2.028,0.290292365369899,0,-0.30260543845186,-6.64035214761654e-08,0.999712399716027,-1.91969537360743e-05,-0.000216897718362619,0.0373633923664291,-1.71587975518779e-07,0.00544004335387725,-6.53913910898088e-06,438.860721819598,439.961880491971,441.033120526203,439.961888114387
2.029,0.299281644860697,0,-0.302565719107978,-6.65188523165502e-08,0.999712293438353,-1.93951686204245e-05,-0.000179533749854169,0.0373531466359866,-1.70897977005803e-07,0.00530775776710467,-6.5139432958024e-06,438.719456067174,439.963096205892,441.175297961852,439.963104892676
2.03,0.30812634866127,0,-0.302525947710315,-6.66328462214011e-08,0.999712187481693,-1.95560360295415e-05,-0.000142214104092377,0.0372748737617498,-1.70210096402625e-07,0.00517579794207598,-6.48886423142601e-06,438.577355325162,439.964297609942,441.318198446663,439.964307353246
2.031,0.316821899516045,0,-0.302486125552734,-6.67455002278556e-08,0.999712081897908,-1.9679634167943e-05,-0.000105006408046241,0.0371293933883578,-1.69524472268856e-07,0.00504420166102641,-6.46390509114037e-06,438.434582584007,439.965483206002,441.461658437866,439.965493996724
2.032,0.325363784878638,0,-0.302446253925547,-6.68568114448492e-08,0.999711976738141,-1.97661084381065e-05,-6.79774115981195e-05,0.0369176395858432,-1.68841240702589e-07,0.0049130068694708,-6.43906898492359e-06,438.291298914538,439.966651570298,441.605516766782,439.966663398117
2.033,0.3337475593678,0,-0.302406334115145,-6.69667770536015e-08,0.999711872052782,-1.98156705066364e-05,-3.11928745245438e-05,0.0366406580074122,-1.68160535159347e-07,0.00478225163346608,-6.41435894605203e-06,438.147663433057,439.967801353378,441.749614661286,439.967814206793
2.034,0.341968847198764,0,-0.302366367403621,-6.70753943080816e-08,0.99971176789144,-1.98285972588621e-05,5.28254359252593e-06,0.0362996028719887,-1.67482486284573e-07,0.00465197409745075,-6.38977792014948e-06,438.003833266117,439.968931280026,441.893795767887,439.968945146391
2.035,0.350023344588512,0,-0.302326355068401,-6.71826605354531e-08,0.999711664302912,-1.9805229644885e-05,4.13853903523838e-05,0.0358957337787653,-1.66807221759529e-07,0.00452221244266892,-6.36532875471114e-06,437.859963515033,439.970040149108,442.037906173414,439.97005501467
2.036,0.357906822133644,0,-0.302286298381864,-6.72885731364966e-08,0.999711561335155,-1.9745971420258e-05,7.70535242559256e-05,0.035430412361247,-1.66134866160367e-07,0.00439300484618687,-6.34101418913411e-06,437.71620722017,439.971126833347,442.181794426295,439.971142683287
2.037,0.365615127159567,0,-0.302246198610973,-6.73931295860111e-08,0.999711459035265,-1.96512877846439e-05,0.000112226215002983,0.0349050987884839,-1.65465540830145e-07,0.00426438944050966,-6.31683684528272e-06,437.572715325054,439.97219027903,442.325311557404,439.972207097494
2.038,0.373144186039578,0,-0.302206057016894,-6.74963274331929e-08,0.99971135744945,-1.95217039219502e-05,0.000146844240217771,0.0343213481213977,-1.6479936376346e-07,0.00413640427380544,-6.2927992186141e-06,437.429636640344,439.973229505633,442.468311100487,439.973247275779
2.039,0.380490006482547,0,-0.302165874854627,-6.75981643019914e-08,0.999711256623014,-1.93578034455834e-05,0.000180849978461574,0.0336808065322871,-1.64136449503345e-07,0.00400908727074516,-6.26890366988656e-06,437.287117807728,439.974243605385,442.610649112129,439.974262309417
2.04,0.387648679787956,0,-0.302125653372636,-6.76986378914433e-08,0.999711156600333,-1.91602267526022e-05,0.000214187498399955,0.0329852073957712,-1.63476909050046e-07,0.00388247619396511,-6.24515241747039e-06,437.14530326377,439.975231742745,442.752184191267,439.975251361951
2.041,0.394616383066831,0,-0.302085393812473,-6.77977459759836e-08,0.99971105742484,-1.89296692906796e-05,0.000246802644000128,0.0322363672595781,-1.62820849781235e-07,0.00375660860615992,-6.22154753027811e-06,437.00433520377,439.976193153806,442.892777498237,439.976213668601
2.042,0.401389381427417,0,-0.30204509740841,-6.78954864057333e-08,0.999710959139011,-1.86668797418998e-05,0.000278643115642601,0.0314361817037236,-1.62168375383216e-07,0.0036315218328132,-6.19809092132835e-06,436.864353545678,439.977127145623,443.032292773336,439.977148535587
2.043,0.407964030124236,0,-0.302004765387078,-6.79918571067655e-08,0.999710861784348,-1.8372658127532e-05,0.000309658547039788,0.0305866210967441,-1.61519585792637e-07,0.00350725292557342,-6.17478434195512e-06,436.725495894104,439.978033095467,443.170596354898,439.978055339379
2.044,0.414336776669254,0,-0.301964398967098,-6.80868560813482e-08,0.999710765401369,-1.80478538380241e-05,0.000339800577863042,0.029689726257747,-1.60874577148174e-07,0.00338383862628204,-6.15162937667155e-06,436.587897504488,439.978910449988,443.307557196873,439.978933525874
2.045,0.420504162903934,0,-0.30192399935872,-6.81804814081643e-08,0.999710670029595,-1.76933635925517e-05,0.000369022921988318,0.0287476040331283,-1.60233441751694e-07,0.00326131533166116,-6.128627438695e-06,436.451691247455,439.979758724322,443.443046885896,439.979782609485
2.046,0.426462827030887,0,-0.30188356776347,-6.82727312425099e-08,0.999710575707543,-1.73101293325475e-05,0.000397281431279612,0.0277624227968743,-1.595962680383e-07,0.00313971905866775,-6.1057797661378e-06,436.317007573426,439.980577501099,443.576939657842,439.980602172164
2.047,0.432209505603894,0,-0.301843105373793,-6.83636038164703e-08,0.999710482472714,-1.68991360537076e-05,0.000424534154838222,0.026736407883415,-1.58963140554745e-07,0.00301908541052125,-6.0830874188658e-06,436.183974477513,439.981366429391,443.709112413862,439.981391862339
2.048,0.437741035475121,0,-0.301802613372705,-6.84530974390735e-08,0.999710390361591,-1.64614095810428e-05,0.000450741393654887,0.0256718369620297,-1.58334139945635e-07,0.00289944954341147,-6.06055127602475e-06,436.052717464756,439.982125223574,443.839444735882,439.982151393783
2.049,0.443054355698251,0,-0.301762092933446,-6.85412104964229e-08,0.99971029940963,-1.59980142915996e-05,0.000475865750610871,0.0245710353618239,-1.57709342946849e-07,0.00278084613389349,-6.0381720342323e-06,435.923359515749,439.982853662124,443.967818901572,439.982880544405
2.05,0.448146509386438,0,-0.301721545219141,-6.86279414518077e-08,0.999710209651257,-1.55100507895234e-05,0.000499872175783065,0.0234363713562956,-1.57088822385572e-07,0.00266330934697598,-6.01595020643137e-06,435.7960210527,439.983551586333,444.094119898769,439.983579154967
2.051,0.45301464552382,0,-0.301680971382465,-6.8713288845793e-08,0.999710121119865,-1.49986535381815e-05,0.000522728007017198,0.0222702514164942,-1.56472647186404e-07,0.00254687280490952,-5.99388612139897e-06,435.670819905965,439.984218898957,444.218235439351,439.984247127731
2.052,0.457656020729509,0,-0.301640372565312,-6.87972512962888e-08,0.999710033847812,-1.44649884540893e-05,0.000544403005742252,0.0210751154417412,-1.55860882382977e-07,0.00243156955668097,-5.97197992390219e-06,435.54787128112,439.984855562791,444.340055972561,439.984884425038
2.053,0.462068000972907,0,-0.301599749898469,-6.8879827498598e-08,0.999709947866419,-1.39102504674097e-05,0.000564869388008086,0.019853431976837,-1.552535891345e-07,0.00231743204822024,-5.95023157549184e-06,435.427287726597,439.985461599184,444.459474697766,439.985491067814
2.054,0.466248063239213,0,-0.301559104501301,-6.89610162254453e-08,0.999709863205971,-1.33356610538077e-05,0.000584101850737221,0.0186076934246086,-1.54650824746698e-07,0.00220449209332524,-5.92864085592209e-06,435.309179101942,439.986037086477,444.576387576659,439.986067134013
2.055,0.470193797144058,0,-0.301518437481435,-6.9040816326985e-08,0.999709779895722,-1.27424657424461e-05,0.000602077593190486,0.0173404112625797,-1.54052642696597e-07,0.00209278084531085,-5.90720736518298e-06,435.193652546733,439.986582158385,444.690693344887,439.986612756998
2.056,0.473902906496193,0,-0.301477749934457,-6.91192267307907e-08,0.999709697963889,-1.21319316049059e-05,0.000618776333655031,0.0160541112724438,-1.53459092660654e-07,0.00198232876938749,-5.88593052613129e-06,435.080812450212,439.987097002318,444.802293523112,439.98712812386
2.057,0.477373210807139,0,-0.301437042943609,-6.9196246441824e-08,0.999709617437663,-1.15053447298004e-05,0.000634180321371789,0.0147513287909162,-1.528702205457e-07,0.00187316561577477,-5.86480958770342e-06,434.970760421659,439.987581857638,444.911092427493,439.987613473677
2.058,0.480602646746848,0,-0.301396317579501,-6.92718745423863e-08,0.999709538343208,-1.0864007687832e-05,0.000648274343727999,0.013434603990412,-1.52286068522231e-07,0.00176532039355548,-5.84384362869289e-06,434.863595261567,439.988037013869,445.016997179593,439.988069095718
2.059,0.483589269544292,0,-0.301355574899823,-6.93461101920501e-08,0.99970946070567,-1.02092369920101e-05,0.000661045728748801,0.0121064771978638,-1.51706675059589e-07,0.00165882134527484,-5.82303156207353e-06,434.759412933646,439.988462808847,445.119917715703,439.988495327595
2.06,0.486331254332047,0,-0.301314815949071,-6.94189526275734e-08,0.999709384549179,-9.54236055771043e-06,0.000672484342930113,0.0107694842598347,-1.51132074962594e-07,0.0015536959222901,-5.80237213984845e-06,434.658306537708,439.988859626824,445.219766795579,439.98889255337
2.061,0.488826897433901,0,-0.301274041758274,-6.94904011627953e-08,0.999709309896858,-8.86471516721061e-06,0.000682582584463116,0.00942615196192162,-1.50562299409197e-07,0.00144997076087492,-5.78186395840328e-06,434.560366283466,439.989227896527,445.316460010594,439.989261201607
2.062,0.491074617594546,0,-0.301233253344732,-6.95604551885135e-08,0.999709236770829,-8.177643943281e-06,0.000691335371908544,0.00807899351026306,-1.49997375988795e-07,0.00134767165908318,-5.76150546434169e-06,434.46567946529,439.989568089174,445.409915791302,439.989601743389
2.063,0.49307295715046,0,-0.301192451711766,-6.96291141723454e-08,0.999709165192222,-7.4824938363496e-06,0.000698740128386724,0.0067305040827737,-1.49437328740827e-07,0.00124682355437631,-5.7412949607797e-06,434.37433043796,439.989880716445,445.500055414408,439.989914690293
2.064,0.494820583141102,0,-0.301151637848472,-6.96963776585702e-08,0.999709095181184,-6.78061312968856e-06,0.00070479676135681,0.00538315645752758,-1.48882178193344e-07,0.00114745050201835,-5.72123061407458e-06,434.286400593442,439.99016632843,445.586803009143,439.990200592329
2.065,0.496316288359534,0,-0.301110812729483,-6.97622452679553e-08,0.999709026756887,-6.07334896699349e-06,0.000709507638065992,0.00403939672549481,-1.48331941401221e-07,0.00104957565424236,-5.70131046096346e-06,434.201968338739,439.990425511532,445.670085563046,439.990460035848
2.066,0.497558992341696,0,-0.301069977314741,-6.98267166975648e-08,0.999708959937539,-5.36204490664235e-06,0.000712877556756532,0.00270164009461233,-1.47786631983769e-07,0.000953221240191885,-5.68153241608559e-06,434.121109074843,439.990658886353,445.749832927147,439.990693641426
2.067,0.498547742293495,0,-0.301029132549283,-6.98897917205511e-08,0.999708894740394,-4.64803850682911e-06,0.000714913713725358,0.00137226679193312,-1.472462601615e-07,0.00085840854664089,-5.66189427986199e-06,434.043895176821,439.990867105547,445.82597782055,439.990902061716
2.068,0.499281713954946,0,-0.300988279363028,-6.99514701859306e-08,0.999708831181765,-3.93265894566959e-06,0.00071562566633757,5.3618070351887e-05,-1.46710832791828e-07,0.000765157899495145,-5.64239374670525e-06,433.970395975068,439.991050851662,445.898455834411,439.991085979287
2.069,0.499760212400647,0,-0.300947418670578,-7.00117520183417e-08,0.999708769277034,-3.21722468027227e-06,0.000715025292101564,-0.00125200767384982,-1.46180353403539e-07,0.000673488646078084,-5.6230284135319e-06,433.900677737765,439.991210834957,445.967205435322,439.991246104446
2.07,0.499982672775852,0,-0.300906551371027,-7.00706372177871e-08,0.999708709040663,-2.50304114865588e-06,0.000713126743919623,-0.00254235866666044,-1.45654822229877e-07,0.000583419138203748,-5.60379578854928e-06,433.834803654565,439.991347791218,446.032167968077,439.991383173043
2.071,0.499948660967472,0,-0.300865678347786,-7.01281258593589e-08,0.999708650486211,-1.79139851827918e-06,0.000709946401633626,-0.00381523339949111,-1.45134236240125e-07,0.000494966716039233,-5.58469330028845e-06,433.772833821532,439.991462479555,446.093287657839,439.991497944278
2.072,0.499657874209365,0,-0.300824800468406,-7.01842180929482e-08,0.999708593626344,-1.08356948482533e-06,0.000705502819991146,-0.00506848414439836,-1.44618589169592e-07,0.000408147692758817,-5.56571830685431e-06,433.714825227375,439.991555680202,446.150511611695,439.991591198497
2.073,0.499110141621277,0,-0.300783918584419,-7.02389141429376e-08,0.999708538472848,-3.8080712475596e-07,0.000699816673162427,-0.00630002033623835,-1.44107871547952e-07,0.000322977339991689,-5.54686810536402e-06,433.660831740991,439.991628192319,446.203789819601,439.991663734988
2.074,0.498305424680873,0,-0.300743033531193,-7.02922143078771e-08,0.999708485036646,3.15657194983536e-07,0.000692910695943784,-0.00750781181690766,-1.43602070725897e-07,0.000239469874064946,-5.52813994154452e-06,433.610904100339,439.991680831797,446.253075154707,439.991716369792
2.075,0.497243817628285,0,-0.300702146127786,-7.03441189601449e-08,0.999708433327809,1.00461584686355e-06,0.000684809621787619,-0.00868989193712603,-1.4310117090012e-07,0.000157638443043281,-5.5095310194599e-06,433.565089902682,439.991714429069,446.298323373073,439.99174993351
2.076,0.495925547802669,0,-0.30066125717682,-7.03946285455903e-08,0.999708383355575,1.68488690917316e-06,0.000675540117803666,-0.00984436051152079,-1.4260515313662e-07,7.74951145665162e-05,-5.4910385113393e-06,433.523433596205,439.991729826939,446.339493112757,439.991765269131
2.077,0.49435097591028,0,-0.300620367464362,-7.04437435831612e-08,0.999708335128359,2.35531606597177e-06,0.000665130716880148,-0.0109693866230831,-1.42113995392403e-07,-9.49135514126639e-07,-5.47265956747627e-06,433.48597647304,439.991727878426,446.376545892292,439.991763229878
2.078,0.492520596223622,0,-0.300579477759817,-7.04914646645148e-08,0.999708288653772,3.01477843778515e-06,0.000653611747077317,-0.0120632112733793,-1.41627672535643e-07,-7.76844337003683e-05,-5.45439132617033e-06,433.452756663707,439.991709444632,446.409446108526,439.991744677072
2.079,0.49043503671124,0,-0.300538588815829,-7.05377924536118e-08,0.999708243938637,3.66218034039608e-06,0.000641015258449288,-0.013124149875219,-1.41146156364399e-07,-0.000152702018611469,-5.43623092368191e-06,433.423809132999,439.991675392633,446.438161033838,439.991710478026
2.08,0.488095059097776,0,-0.300497701368196,-7.05827276862945e-08,0.999708200989,4.29646096923717e-06,0.000627374947453232,-0.0141505945848005,-1.40669415623985e-07,-0.000225994249948974,-5.41817550417195e-06,433.399165677315,439.9916265934,446.462660812722,439.991661503962
2.081,0.485501558853971,0,-0.300456816135793,-7.06262711698475e-08,0.999708159810153,4.91659400705384e-06,0.000612726079107811,-0.0151410164706768,-1.40197416023164e-07,-0.000297554616661764,-5.4002222295979e-06,433.378854923468,439.991563919756,446.482918457733,439.991598627969
2.082,0.482655565116238,0,-0.300415933820513,-7.0668423782543e-08,0.999708120406645,5.52158915266876e-06,0.000597105407065211,-0.0160939675172115,-1.39730120249288e-07,-0.000367377744311869,-5.38236828953803e-06,433.362902328973,439.991488244367,446.498909844789,439.991522722995
2.083,0.479558240535602,0,-0.300375055107207,-7.0709186473168e-08,0.999708082782302,6.11049356884446e-06,0.000580551091763335,-0.0170080824605149,-1.39267487982554e-07,-0.000435459401641731,-5.3646109109166e-06,433.35133018383,439.991400437779,446.510613707833,439.99143465988
2.084,0.476210881055714,0,-0.30033418066365,-7.07485602605361e-08,0.999708046940239,6.6823932474083e-06,0.000563102616826528,-0.0178820804551805,-1.38809475909582e-07,-0.000501796506343923,-5.3469473676028e-06,433.344157613804,439.991301366493,446.518011632836,439.991335305436
2.085,0.472614915619766,0,-0.300293311140504,-7.07865462329816e-08,0.999708012882884,7.23641428997317e-06,0.000544800703884748,-0.018714766570465,-1.38356037736475e-07,-0.000566387130034575,-5.329374989857e-06,433.341400585232,439.991191891097,446.521088051151,439.991225520572
2.086,0.468771905806128,0,-0.300252447171303,-7.08231455478377e-08,0.999707980611987,7.77172410275779e-06,0.000525687225982272,-0.0195050331148787,-1.37907124201608e-07,-0.000629230502432056,-5.31189117359842e-06,433.343071911333,439.991072864445,446.519830232197,439.991106158475
2.087,0.464683545392598,0,-0.300211589372442,-7.0858359430897e-08,0.999707950128644,8.28753250418224e-06,0.000505805119747922,-0.02025186078848,-1.37462683088331e-07,-0.000690327014742729,-5.29449338946904e-06,433.349181260055,439.990945129889,446.51422827548,439.990978062848
2.088,0.46035165984913,0,-0.300170738343186,-7.08921891758558e-08,0.999707921433309,8.78309274408617e-06,0.000485198296499316,-0.0209543196624845,-1.37022659237818e-07,-0.000749678222255884,-5.27717919166911e-06,433.359735163448,439.990809519578,446.504275101937,439.990842066197
