time_s,desired_force_n,contact_force_n,uav_x_m,uav_y_m,uav_z_m,target_x_m,target_v_mps,target_a_mps2,roll_rad,pitch_rad,yaw_rad,omega1,omega2,omega3,omega4
0.697,0,0.101702717499747,-0.299107015496183,5.8324359113948e-10,0.999914228878096,6.52453361925531e-05,-0.0033154470921587,-0.00170971418163766,-5.43984734745596e-08,0.00988254826991557,-2.49768568495078e-06,439.436327935126,440.011097986785,440.590570102748,440.011078574859
0.698,0,0.0961783933793206,-0.299121720772696,6.05438522299025e-10,0.99991355729136,6.19292839341971e-05,-0.00331640984653587,-0.000224260931235565,-5.41893605808393e-08,0.00975830521645306,-2.49959174483061e-06,439.358454743043,440.011535086862,440.669060009326,440.011516033413
0.699,0,0.0906109088468896,-0.299136394441414,6.27925758761421e-10,0.999912888228686,5.8613003226687e-05,-0.00331591234246914,0.00121104154817323,-5.39781531733958e-08,0.00963451102459502,-2.5014765431596e-06,439.280636269138,440.011960132949,440.747444212983,440.01194144084
0.7,0,0.0850048012042902,-0.299151034005072,6.50706086375435e-10,0.999912221720379,5.52979295101461e-05,-0.00331400394322851,0.00259783633392566,-5.37648650592784e-08,0.00951117037412848,-2.50334016442845e-06,439.202871924408,440.01237316731,440.825723437266,440.012354839391
0.701,0,0.0793649908836341,-0.299165636936236,6.73780265985976e-10,0.999911557796025,5.19854497495441e-05,-0.00331073217093818,0.00393815623824613,-5.35495100309156e-08,0.00938828782803816,-2.50518268994225e-06,439.125162959665,440.012774233226,440.903896594788,440.012756272325
0.702,0,0.0736967427490463,-0.299180200680544,6.97149033347751e-10,0.999910896484492,4.86769044641934e-05,-0.00330614233648025,0.0052343841379865,-5.33321019000067e-08,0.00926586784630153,-2.50700419794035e-06,439.047512570115,440.013163375009,440.981960686732,440.013145783926
0.703,0,0.0680056251281575,-0.299194722660162,7.20813099042567e-10,0.999910237813931,4.53735901071346e-05,-0.00330027721016882,0.00648921117873946,-5.31126545319016e-08,0.00914391480012907,-2.5088047636344e-06,438.969925980754,440.013540638046,441.059910721483,440.013523419541
0.704,0,0.0622974669961477,-0.299209200277457,7.44773148400269e-10,0.999909581811784,4.20767617526486e-05,-0.00329317673509936,0.00770559330126095,-5.28911818801786e-08,0.00902243298650862,-2.5105844591636e-06,438.892410512165,440.013906068867,441.137739652728,440.01388922565
0.705,0,0.0565783137660697,-0.299223630918834,7.69029841423273e-10,0.999908928504783,3.87876360484652e-05,-0.00328487778461063,0.00888670656231153,-5.26676980211381e-08,0.00890142664291346,-2.51234335346674e-06,438.814975626515,440.014259715236,441.215438337204,440.01424324996
0.706,0,0.0508543821217009,-0.299238011958722,7.93583812714695e-10,0.99990827791896,3.55073943880239e-05,-0.00327541396483992,0.0100359017051062,-5.24422171879127e-08,0.00878089996203523,-2.51408151207205e-06,438.737632953706,440.014601626261,441.292995512045,440.014585541509
0.707,0,0.0451320143423397,-0.29925234076368,8.18435671410054e-10,0.999907630079646,3.22371862573986e-05,-0.00326481546289078,0.0111566584422934,-5.2214753803957e-08,0.00866085710640539,-2.51579899680626e-06,438.660396297849,440.014931852527,441.370397791535,440.014916150802
0.708,0,0.0394176325425234,-0.299266614696571,8.43586001112515e-10,0.999906985011478,2.89781327112031e-05,-0.00325310894067755,0.0122525398883393,-5.19853225156359e-08,0.00854130222277343,-2.51749586542582e-06,438.583281624405,440.015250446232,441.447629682864,440.015235129949
0.709,0,0.0337176932575371,-0.299280831120812,8.69035359831673e-10,0.999906342738406,2.57313299319487e-05,-0.0032403174740793,0.0133271475801681,-5.17539382236671e-08,0.00842223945611483,-2.51917217117351e-06,438.506307028495,440.015557461346,441.524673620344,440.01554253282
0.71,0,0.0280386427841627,-0.299294987404625,8.94784279925855e-10,0.999905703283695,2.24978528279077e-05,-0.00322646053660585,0.0143840775016965,-5.15206161132073e-08,0.0083036729631483,-2.52082796226503e-06,438.429492685056,440.015852953773,441.601510017355,440.015838415211
0.711,0,0.0223868736570286,-0.299309080925298,9.20833268047907e-10,0.999905066669934,1.92787586255409e-05,-0.00321155402637537,0.0154268774977858,-5.12853716823792e-08,0.00818560692524892,-2.52246328131083e-06,438.352860781678,440.01613698152,441.678117335178,440.016122835008
0.712,0,0.0167686826386716,-0.299323109073397,9.4718280509447e-10,0.999904432919039,1.60750904139324e-05,-0.00319561033482396,0.0164590064549232,-5.10482207690287e-08,0.00806804556065189,-2.52407816467896e-06,438.276435435072,440.016409604867,441.754472167702,440.016395852364
0.713,0,0.0111902305660868,-0.299337069256927,9.73833346158715e-10,0.99990380205226,1.28878806004439e-05,-0.0031786384552098,0.0174837955896899,-5.0809179575572e-08,0.00795099313585071,-2.52567264180597e-06,438.200242592276,440.016670886538,441.83054934091,440.016657529868
0.714,0,0.00565750436581634,-0.299350958905389,1.00078532048652e-09,0.999903174090189,9.71815423889964e-06,-0.00316064412864306,0.0185044121532949,-5.05682646917839e-08,0.00783445397610264,-2.52724673446305e-06,438.124309917805,440.016920891876,441.906322025895,440.016907932715
0.715,0,0.000176281534838136,-0.299364775473728,1.02803913143606e-09,0.999902549052765,6.56693219403324e-06,-0.00314163002508361,0.0195238258408069,-5.03254931153965e-08,0.00771843247496505,-2.52880045598538e-06,438.048666668036,440.017159689001,441.981761864115,440.017147128872
0.716,0,0,-0.299378517011337,1.05559515644085e-09,0.999901926959283,3.43593883008233e-06,-0.00311946152429347,0.0248953940544505,-5.00808882760897e-08,0.00760293550865265,-2.53033382228976e-06,437.973343554252,440.017387348969,442.05683910348,440.017375189235
0.717,0,0,-0.299392183965215,1.08345374697435e-09,0.999901307828421,3.29832498369067e-07,-0.00309184820054524,0.0303137890917757,-4.98344988493138e-08,0.00748798000486256,-2.53184687338732e-06,437.900511952889,440.017601885527,442.1294211942,440.017590117598
0.718,0,0,-0.299405777462942,1.11161522851516e-09,0.999900691678349,-2.74596915037519e-06,-0.00305887035517983,0.0356229803274861,-4.95863792080818e-08,0.00737358524425612,-2.53333957800847e-06,437.830192063537,440.017803529739,442.199489629794,440.01779214487
0.719,0,0,-0.299419298626606,1.14007990051117e-09,0.999900078526748,-5.78615764160228e-06,-0.00302064151497063,0.0408143708259771,-4.9336581870579e-08,0.00725976984427615,-2.53481180999991e-06,437.762330977703,440.017992579304,442.267097687799,440.017981568932
0.72,0,0,-0.299432748572615,1.16884803634715e-09,0.999899468390795,-8.78554227645411e-06,-0.00297728365446688,0.0458796640515013,-4.90851576089481e-08,0.00714655177001303,-2.53626335648318e-06,437.696876685435,440.018169324615,442.332297716908,440.018158680358
0.721,0,0,-0.299446128411526,1.19791988331667e-09,0.999898861287166,-1.17390584272861e-05,-0.00292892688946529,0.0508108760113441,-4.8832155561347e-08,0.00703394834804442,-2.5376939260295e-06,437.633778062525,440.018334048993,442.39514115128,440.018323762648
0.722,0,0,-0.29945943924787,1.22729566259806e-09,0.999898257232016,-1.46417755207053e-05,-0.00287570915868268,0.0556003467081197,-4.85776233363057e-08,0.00692197628003632,-2.53910315634447e-06,437.572984857844,440.018487028904,442.455678524636,440.018477092449
0.723,0,0,-0.299472682179992,1.25697556923424e-09,0.999897656240984,-1.74889046966717e-05,-0.00281777589432768,0.0602407508871749,-4.83216071098173e-08,0.00681065165610888,-2.54049062148666e-06,437.514447680836,440.018628534179,442.513959484175,440.018618939768
0.724,0,0,-0.29948585829989,1.28695977211635e-09,0.999897058329181,-2.0275806132917e-05,-0.00275527968228281,0.0647251080665093,-4.80641517155985e-08,0.0066999899679706,-2.54185583864283e-06,437.458117989148,440.01875882822,442.570032804283,440.018749568183
0.725,0,0,-0.299498968693065,1.31724841397094e-09,0.999896463511189,-2.29979960246513e-05,-0.00268837991261997,0.0690467918380604,-4.78053007289317e-08,0.00659000612182414,-2.54319827448171e-06,437.403948076407,440.018878168201,442.623946400058,440.01886923504
0.726,0,0,-0.299512014438375,1.34784161135065e-09,0.999895871801056,-2.56511532102572e-05,-0.00261724242118323,0.0731995384306371,-4.75450965444743e-08,0.00648071445104748,-2.54451735110726e-06,437.351891060141,440.018986805264,442.675747340643,440.018978191652
0.727,0,0,-0.29952499660789,1.3787394546283e-09,0.999895283212295,-2.82311254344095e-05,-0.00254203912298124,0.0771774545262299,-4.72835804483908e-08,0.00637212872865351,-2.54581245163141e-06,437.301900869833,440.019084984707,442.725481862375,440.019076683485
0.728,0,0,-0.299537916266763,1.40994200799426e-09,0.99989469775788,-3.07339352408048e-05,-0.00246294763813963,0.0809750243228717,-4.70207926851921e-08,0.0062642621795315,-2.54708292538551e-06,437.253932235124,440.019172946166,442.773195381744,440.019164950343
0.729,0,0,-0.299550774473094,1.4414493094571e-09,0.99989411545025,-3.31557854874375e-05,-0.00238015091116951,0.0845871158386639,-4.67567725195949e-08,0.00615712749247378,-2.5483280927887e-06,437.207940674149,440.019250923794,442.818932508176,440.01924322654
0.73,0,0,-0.299563572277811,1.47326137084732e-09,0.999893536301302,-3.54930644781204e-05,-0.00229383682431315,0.0880089864530189,-4.64915582936997e-08,0.00605073683199072,-2.54954724989085e-06,437.163882482012,440.019319146424,442.862737056632,440.019311741072
0.731,0,0,-0.299576310724547,1.50537817782433e-09,0.999892960322398,-3.7742350704707e-05,-0.00220419780573079,0.091236287682604,-4.62251874798165e-08,0.00594510184991739,-2.55073967260668e-06,437.121714719396,440.019377837742,442.904652060029,440.019370717782
0.732,0,0,-0.299588990849525,1.53779968988647e-09,0.99989238752436,-3.99004171952405e-05,-0.00211143043329482,0.0942650691908892,-4.59576967292076e-08,0.00584023369681488,-2.55190462065722e-06,437.081395201312,440.019427216441,442.94471978149,440.019420375516
0.733,0,0,-0.299601613681451,1.57052584038406e-09,0.999891817917477,-4.19642354640205e-05,-0.00201573503475745,0.0970917820316121,-4.56891219170192e-08,0.00573614303316958,-2.55304134123375e-06,437.042882485976,440.019467496373,442.982981726414,440.019460928282
0.734,0,0,-0.299614180241408,1.60355653653558e-09,0.999891251511505,-4.39309790603423e-05,-0.0019173152850573,0.0997132811278672,-4.54194981836501e-08,0.00563284004039328,-2.55414907239896e-06,437.006135863822,440.019498886703,443.01947865438,440.01949258539
0.735,0,0,-0.299626691542756,1.63689165944686e-09,0.999890688315668,-4.57980267134311e-05,-0.00181637780152786,0.102126826989902,-4.51488599727984e-08,0.00553033443162734,-2.5552270462392e-06,436.971115346652,440.019521592042,443.054250590879,440.019515551601
0.736,0,0,-0.299639148591035,1.67053106413332e-09,0.999890128338663,-4.75629650718512e-05,-0.00171313173776709,0.104330086676065,-4.48772410664196e-08,0.0054286354623538,-2.55627449178119e-06,436.937781656903,440.019535812596,443.087336838882,440.01953002726
0.737,0,0,-0.299651552383879,1.70447457954522e-09,0.999889571588666,-4.92235910364312e-05,-0.00160778837692204,0.106321134002678,-4.46046746168161e-08,0.00532775194081637,-2.55729063768596e-06,436.906096217061,440.019541744288,443.118775990241,440.019536208433
0.738,0,0,-0.299663903910923,1.73872200859605e-09,0.99988901807333,-5.07779136864915e-05,-0.00150056072513624,0.10809844900993,-4.43311931760449e-08,0.00522769223825434,-2.55827471473201e-06,436.876021139189,440.019539578894,443.148605936926,440.019534287031
0.739,0,0,-0.299676204153724,1.77327312819392e-09,0.999888467799794,-5.22241557999103e-05,-0.00139166310589985,0.109660916692167,-4.40568287228403e-08,0.00512846429895213,-2.5592259580995e-06,436.847519214589,440.019529504162,443.176863882107,440.019524450935
0.74,0,0,-0.299688454085684,1.80812768927601e-09,0.999887920774689,-5.35607549682961e-05,-0.00128131075603325,0.111007825002209,-4.37816126872307e-08,0.00503007565010747,-2.56014360946632e-06,436.82055390359,440.019511703931,443.203586351072,440.019506884117
0.741,0,0,-0.299700654671974,1.84328541684623e-09,0.999887377004136,-5.47863643092609e-05,-0.00116971942402485,0.11213886214056,-4.35055759730202e-08,0.00493253341152089,-2.56102691892672e-06,436.795089325461,440.019486358248,443.228809201991,440.019481766749
0.742,0,0,-0.299712806869464,1.8787460100159e-09,0.999886836493762,-5.58998527785041e-05,-0.00105710497143231,0.113054113141581,-4.32287489782851e-08,0.00483584430510941,-2.56187514674249e-06,436.771090248447,440.019453643476,443.252567636525,440.019449275319
0.743,0,0,-0.299724911626659,1.9145091420476e-09,0.999886299248694,-5.69003050851207e-05,-0.000943682978043612,0.113754055769824,-4.29511616140714e-08,0.00474001466424696,-2.56268756493627e-06,436.748522079928,440.019413732402,443.274896210283,440.019409582735
0.744,0,0,-0.299736969883633,1.95057446040226e-09,0.999885765273576,-5.77870212142354e-05,-0.000829668351480758,0.114239555740906,-4.26728433213801e-08,0.00464505044293453,-2.56346345873623e-06,436.727350856703,440.019366794336,443.29582884313,440.019362858425
0.745,0,0,-0.299748982571976,1.98694158678934e-09,0.999885234572568,-5.85595155617402e-05,-0.000715274941913995,0.11451186128233,-4.2393823086606e-08,0.00455095722480237,-2.56420212788057e-06,436.707543235391,440.019312995212,443.315398829342,440.01930926844
0.746,0,0,-0.299760950614731,2.02361011722032e-09,0.999884707149353,-5.92175156865746e-05,-0.000600715162538366,0.11457259705077,-4.21141294555578e-08,0.0044577402319471,-2.5649028877905e-06,436.689066482954,440.019252497684,443.333638847622,440.019248975544
0.747,0,0,-0.299772874926353,2.06057962206538e-09,0.999884183007147,-5.9760960686628e-05,-0.000486199616447528,0.114423757423293,-4.18337905461532e-08,0.0043654043336062,-2.56556507061916e-06,436.671888467338,440.019185461215,443.350580970962,440.019182139309
0.748,0,0,-0.299784756412651,2.09784964611337e-09,0.999883662148704,-6.01899992049728e-05,-0.000371936730521705,0.114067699181001,-4.15528340599129e-08,0.0042739540546725,-2.56618802618436e-06,436.655977648235,440.019112042163,443.366256676373,440.0191089162
0.749,0,0,-0.299796595970751,2.13541970863507e-09,0.999883144576323,-6.05049870737427e-05,-0.000258132396927752,0.113507133604473,-4.12712872923635e-08,0.00418339358405113,-2.56677112279211e-06,436.641303067955,440.01903239387,443.380696854464,440.019029459663
0.75,0,0,-0.299808394489049,2.17328930344976e-09,0.999882630291854,-6.07064846035582e-05,-0.000144989622809467,0.112745118001285,-4.09891771424162e-08,0.00409372678286139,-2.56731374795763e-06,436.62783434242,440.018946666739,443.393931818889,440.018943920201
0.751,0,0,-0.299820152847178,2.21145789899516e-09,0.999882119296707,-6.07952535269712e-05,-3.27081887255892e-05,0.111785046686703,-4.07065301208354e-08,0.00400495719248612,-2.56781530903064e-06,436.615541652272,440.018855008314,443.405991315657,440.018852445455
0.752,0,0,-0.299831871915969,2.24992493840065e-09,0.999881611591859,-6.07722536049457e-05,7.85156836285862e-05,0.110630641439448,-4.04233723578811e-08,0.0039170880424708,-2.56827523373064e-06,436.604395734089,440.018757563356,443.4169045323,440.018755180283
0.753,0,0,-0.299843552557424,2.28868983956392e-09,0.99988110717786,-6.06386389059166e-05,0.000188489653902278,0.109285941455158,-4.01397296101886e-08,0.00383012225827492,-2.56869297059839e-06,436.59436787172,440.018654473912,443.426700106916,440.018652266822
0.754,0,0,-0.29985519562468,2.32775199523099e-09,0.999880606054843,-6.03957537674719e-05,0.000297025575282306,0.107755292820875,-3.98556272669542e-08,0.00374406246887787,-2.56906798936892e-06,436.585429887729,440.018545879386,443.435406137074,440.018543844569
0.755,0,0,-0.299866801961992,2.36711077307963e-09,0.999880108222531,-6.00451284511806e-05,0.000403939795931124,0.10604333753452,-3.95710903555139e-08,0.00365891101424173,-2.56939978127139e-06,436.577554134948,440.018431916608,443.443050188594,440.018430050439
0.756,0,0,-0.299878372404701,2.40676551580618e-09,0.999879613680241,-5.95884745015473e-05,0.000509053449227038,0.1041550020939,-3.92861435463693e-08,0.00357466995263318,-2.56968785926079e-06,436.570713488143,440.018312719895,443.449659304195,440.018311018834
0.757,0,0,-0.299889907779221,2.44671554121575e-09,0.999879122426897,-5.90276798204984e-05,0.000612192732388631,0.102095485680361,-3.90008111577136e-08,0.00349134106780685,-2.56993175818622e-06,436.564881335786,440.018188421112,443.455260012018,440.018186881702
0.758,0,0,-0.299901408903018,2.48696014231592e-09,0.999878634461036,-5.83648034692184e-05,0.000713189173090807,0.0998702479626591,-3.87151171595057e-08,0.00340892587605228,-2.57013103490031e-06,436.560031571933,440.018059149735,443.459878334027,440.018057768599
0.759,0,0,-0.299912876584593,2.52749858741381e-09,0.999878149780814,-5.76020702095275e-05,0.000811879883705641,0.0974849965470774,-3.84290851771605e-08,0.00332742563310672,-2.57028526831386e-06,436.556138588212,440.017925032903,443.463539794279,440.017923806742
0.76,0,0,-0.299924311623475,2.56833012021652e-09,0.999877668384017,-5.67418647973486e-05,0.000908107802827453,0.0949456741001978,-3.81427384948903e-08,0.00324684134093589,-2.57039405939995e-06,436.553177265913,440.017786195479,443.466269427083,440.01778512107
0.761,0,0,-0.299935714810207,2.60945395993511e-09,0.999877190268065,-5.57867260411395e-05,0.00100172192376813,0.0922584451710745,-3.78561000587404e-08,0.00316717375438489,-2.57045703115121e-06,436.551122968187,440.017642760096,443.468091785034,440.017641834288
0.762,0,0,-0.299947086926338,2.65086930139186e-09,0.999876715430022,-5.47393406384657e-05,0.00109257750973553,0.0894296827398318,-3.75691924793547e-08,0.00308842338770127,-2.57047382849386e-06,436.549951532341,440.01749484721,443.469030946925,440.017494066925
0.763,0,0,-0.299958428744423,2.69257531513103e-09,0.999876243866607,-5.36025368041621e-05,0.00118053629543514,0.0864659545199457,-3.72820380345094e-08,0.00301059052093245,-2.57044411816201e-06,436.549639262242,440.017342575151,443.46911052555,440.017341937379
0.764,0,0,-0.299969741028013,2.73457114753291e-09,0.999875775574194,-5.23792777037796e-05,0.00126546667486215,0.0833740090416411,-3.6994658671459e-08,0.00293367520619942,-2.57036758853548e-06,436.550162920822,440.017186060167,443.468353675389,440.017185561966
0.765,0,0,-0.299981024531659,2.77685592093137e-09,0.999875310548827,-5.10726547062315e-05,0.00134724387507905,0.0801607615439673,-3.67070760091049e-08,0.00285767727384879,-2.57024394944399e-06,436.551499722676,440.01702541647,443.466783100176,440.017025054963
0.766,0,0,-0.299992280000915,2.81942873373462e-09,0.999874848786226,-4.96858804697441e-05,0.00142575011580118,0.0768332797031858,-3.64193113400313e-08,0.00278259633848521,-2.57007293194095e-06,436.553627326768,440.016860756276,443.46442106036,440.01686052865
0.767,0,0,-0.300003508172337,2.86228866054941e-09,0.999874390281792,-4.82222818753818e-05,0.00150087475464025,0.0733987692251307,-3.61313856324307e-08,0.00270843180488599,-2.56985428804918e-06,436.556523829233,440.016692189852,443.461289380456,440.016692093355
0.768,0,0,-0.300014709773491,2.90543475230848e-09,0.999873935030618,-4.66852928225512e-05,0.00157251441788381,0.0698645593291724,-3.58433195319252e-08,0.00263518287380005,-2.56958779048152e-06,436.56016775627,440.016519825551,443.457409456283,440.016519857492
0.769,0,0,-0.300025885522962,2.94886603640135e-09,0.999873483027494,-4.5078446900999e-05,0.00164057311671591,0.0662380881513391,-3.55551333633204e-08,0.00256284854763287,-2.56927323233844e-06,436.564538057144,440.016343769855,443.452802262095,440.016343927599
0.77,0,0,-0.300037036130362,2.99258151680828e-09,0.999873034266917,-4.34053699538975e-05,0.00170496234881198,0.0625268880940256,-3.52668471323153e-08,0.00249142763601951,-2.56891042678509e-06,436.56961409727,440.016164127406,443.447488357613,440.016164408378
0.771,0,0,-0.300048162296344,3.03658017423753e-09,0.999872588743097,-4.16697725466653e-05,0.00176560118526795,0.0587385711495403,-3.4978480527172e-08,0.00242091876128745,-2.56849920670996e-06,436.575375651399,440.015981001047,443.441487894942,440.015981402724
