max_force_error_n,rms_force_error_n,max_target_x_error_m,max_uav_x_error_m,max_pitch_error_rad
1.12679865438281e-11,9.08928818328889e-13,1.39769923065969e-15,3.5527136788005e-15,5.03069808033274e-15
