target_id,population_stratum,stiffness_n_per_m,damping_n_s_per_m,effective_mass_kg,actual_risk_class,actual_severity_ratio
broad_s10119_c05,broad,1146.831921191522,1.3124069522774204,3.9869913176578526,SAFE,0.1552541217768771
broad_s10119_c06,broad,117.27422255979594,0.5777512073122106,0.12385328204279132,CAUTION,1.4433418570778793
broad_s10119_c07,broad,884.4318703144401,10.602975626478434,4.339321623579963,SAFE,0.236
broad_s10119_c08,broad,756.4013865374282,0.30776190823298244,1.316255495111612,SAFE,0.23544936977117323
broad_s10119_c09,broad,255.12289112268175,0.8138903926417829,0.3553699301579235,SAFE,0.6809699131525467
broad_s10119_c10,broad,375.31482312765354,2.7875657676659173,2.8621125097226985,UNSAFE,1.5
broad_s10119_c11,broad,514.9663258233957,35.276403045308584,0.17512857085861297,SAFE,0.3236457576137195
broad_s10120_c00,broad,567.4521101878173,39.74461878331158,5.203858352289349,SAFE,0.3376391770841355
broad_s10120_c01,broad,290.63898190479614,1.9280024392920858,0.5369576988653525,SAFE,0.601245607701934
broad_s10120_c02,broad,930.5924525412834,0.5321824536807979,2.2579659904010234,SAFE,0.18561361997346804
broad_s10120_c03,broad,212.3499709911878,4.349292268964628,0.27705002798459505,SAFE,0.8028590724196656
broad_s10120_c04,broad,101.41533712112536,0.44751624381890975,0.7397451348954265,UNSAFE,2.2424707919463818
broad_s10120_c05,broad,154.45329763299313,11.12263526624711,0.16135399199591327,CAUTION,1.0790748350526922
broad_s10120_c06,broad,1648.1607078461911,18.901771162859315,3.87563949238966,SAFE,0.10512243515932147
broad_s10120_c07,broad,729.2581018439619,30.408228990164396,0.9073477318668849,SAFE,0.2307173187833692
broad_s10120_c08,broad,1240.4267554078094,1.299022854761967,1.159306733063095,SAFE,0.13588886135675657
broad_s10120_c09,broad,330.29927761621764,0.8241128434975163,1.5568447179437608,UNSAFE,1.5
broad_s10120_c10,broad,2283.202502366316,9.834990872668508,0.35514661503957917,SAFE,0.07320834258180739
broad_s10120_c11,broad,83.35144310645892,3.088809752146301,0.10036156143959103,UNSAFE,2.022711316696004
broad_s10121_c00,broad,92.83632577322342,56.481809413949975,0.11637747920200758,UNSAFE,1.786669470890303
broad_s10121_c01,broad,1813.9505661352364,32.719586575005685,1.6327011377777851,SAFE,0.09324794785268346
broad_s10121_c02,broad,1355.9124347132192,4.055312860800879,0.14703450091107395,SAFE,0.12316973805930509
broad_s10121_c03,broad,216.49870958604612,1.443572729362585,1.0770659807208507,SAFE,0.9930000000000001
broad_s10121_c04,broad,157.3049814684668,13.572245342442484,0.24745357461102924,CAUTION,1.0595129608153968
broad_s10121_c05,broad,920.5283476363873,5.3905570359011685,0.4777644936695096,SAFE,0.18278029599429288
broad_s10121_c06,broad,690.0557726297549,0.707035720936515,5.6959360161309505,UNSAFE,1.5
broad_s10121_c07,broad,311.71163078220434,1.7844967031389911,1.4671326251421948,SAFE,0.978
broad_s10121_c08,broad,494.3353801024455,16.638665022676417,3.282253713036316,SAFE,0.4015039654509383
broad_s10121_c09,broad,2268.8026923520683,0.44070676656922453,0.6785327901362033,SAFE,0.07372034171825036
broad_s10121_c10,broad,398.59566273900225,1.0099635603811776,2.4776400682198294,UNSAFE,1.5
broad_s10121_c11,broad,134.1687388951192,6.734623954623134,0.3765055139541051,CAUTION,1.2829063718786804
broad_s10122_c00,broad,933.9979854826214,24.695654915466196,0.5172772342794348,SAFE,0.1793061152123537
broad_s10122_c01,broad,119.07479938481309,0.3570046985661174,0.2684216512019993,CAUTION,1.4615938781177
broad_s10122_c02,broad,142.37621671562874,8.125477066281155,0.12579311105850338,CAUTION,1.1706102326535581
broad_s10122_c03,broad,96.6350657950143,1.2555962066967836,0.6806863700568082,UNSAFE,2.241252400900613
broad_s10122_c04,broad,1069.1087257544418,1.938102202436101,0.36973258375682594,SAFE,0.15697427494099522
