observation_duration_s,noise_regime,feature_set,outcome,trial_count,median_absolute_error,p95_absolute_error,median_abs_relative_error,p95_abs_relative_error,upper_bound_coverage
0.0,nominal,chirp_ringdown,peak_velocity_m_per_s,240,0.0004166374771802871,0.007083586648865355,0.03897846787821459,0.15778580833713216,0.9666666666666667
0.0,nominal,chirp_ringdown,late_hold_oscillation_rms_m,240,3.1851488174491813e-07,0.002059149696504244,0.9141261800079721,18.42016864964039,0.9041666666666667
0.0,nominal,chirp_ringdown,hold_settling_time_s,240,0.07927826787710668,0.9394175435350842,0.29434873236756276,286312641.9632198,0.9708333333333333
0.0,nominal,physical_chirp_ringdown,peak_displacement_m,240,0.00019222993802375332,0.0027408905230837527,0.04744347010322052,0.16982597347730194,0.9625
0.0,nominal,physical_chirp_ringdown,peak_velocity_m_per_s,240,0.00044130810613407425,0.007096452154295537,0.03914477898361987,0.15805251726818748,0.9625
0.0,nominal,physical_chirp_ringdown,late_hold_oscillation_rms_m,240,2.5945795725072993e-07,0.0028083712210593362,0.881868588936971,17.63286764392377,0.9333333333333333
0.0,nominal,physical_chirp_ringdown,hold_settling_time_s,240,0.08001567627391114,0.9579811185762456,0.2798225291923322,280150137.9461676,0.975
0.0,high,chirp_only,peak_displacement_m,240,0.00023369859476135135,0.0031706878033020895,0.04714226023576421,0.19153614967935295,0.9541666666666667
0.0,high,chirp_only,peak_velocity_m_per_s,240,0.0005547486604665103,0.008589365376463211,0.04461476785177008,0.16261033297136188,0.9458333333333333
0.0,high,chirp_only,late_hold_oscillation_rms_m,240,3.126609395689295e-07,0.003060572979071509,0.9136321953755107,18.566535640573097,0.9083333333333333
0.0,high,chirp_only,hold_settling_time_s,240,0.057146821356759414,0.9916315697756566,0.2628287579115389,248946557.38745594,0.9666666666666667
0.0,high,ringdown_only,peak_displacement_m,240,0.003751497129321067,0.021347657475819123,0.7282409136327199,4.17118961026977,0.95
0.0,high,ringdown_only,peak_velocity_m_per_s,240,0.011189462596734699,0.06856678252964175,0.6742042074110781,3.8210137263099817,0.95
0.0,high,ringdown_only,late_hold_oscillation_rms_m,240,3.575443506907424e-07,0.0026865344559669226,0.9999227298705509,357.54435069074236,0.9166666666666666
0.0,high,ringdown_only,hold_settling_time_s,240,0.41404706336093045,2.5859529366390697,414047063.36093044,414047063.36093044,1.0
0.0,high,chirp_ringdown,peak_displacement_m,240,0.00023369859476133487,0.003170687803301543,0.0471422602357075,0.19153614967933466,0.9541666666666667
0.0,high,chirp_ringdown,peak_velocity_m_per_s,240,0.0005547486604664774,0.008589365376462144,0.044614767851786974,0.16261033297136776,0.9458333333333333
0.0,high,chirp_ringdown,late_hold_oscillation_rms_m,240,3.126609395697312e-07,0.0030605729790711854,0.9136321953754925,18.56653564056466,0.9083333333333333
0.0,high,chirp_ringdown,hold_settling_time_s,240,0.0571468213567493,0.991631569775667,0.26282875791153837,248946557.38745674,0.9666666666666667
