observation_duration_s,noise_regime,feature_set,trial_count,accuracy,false_safe_rate,false_safe_fraction,false_safe_count,false_unsafe_rate,safe_precision,safe_recall,caution_precision,caution_recall,unsafe_precision,unsafe_recall,confusion_safe_safe,confusion_safe_caution,confusion_safe_unsafe,confusion_caution_safe,confusion_caution_caution,confusion_caution_unsafe,confusion_unsafe_safe,confusion_unsafe_caution,confusion_unsafe_unsafe
1.5,nominal,chirp_only,240,0.8916666666666667,0.024390243902439025,0.008333333333333333,2,0.012658227848101266,0.9864864864864865,0.9240506329113924,0.6578947368421053,0.7352941176470589,0.7962962962962963,0.8958333333333334,146,10,2,0,25,9,2,3,43
1.5,nominal,ringdown_only,240,0.6,0.024390243902439025,0.008333333333333333,2,0.20253164556962025,0.9789473684210527,0.5886075949367089,0.08333333333333333,0.08823529411764706,0.44036697247706424,1.0,93,33,32,2,3,29,0,0,48
1.5,nominal,chirp_ringdown,240,0.825,0.0,0.0,0,0.006329113924050633,1.0,0.8291139240506329,0.43636363636363634,0.7058823529411765,0.7962962962962963,0.8958333333333334,131,26,1,0,24,10,0,5,43
1.5,nominal,physical_chirp_ringdown,240,0.825,0.0,0.0,0,0.0,1.0,0.8291139240506329,0.42857142857142855,0.7058823529411765,0.8113207547169812,0.8958333333333334,131,27,0,0,24,10,0,5,43
1.5,high,chirp_only,240,0.8791666666666667,0.036585365853658534,0.0125,3,0.0189873417721519,0.9797297297297297,0.9177215189873418,0.6571428571428571,0.6764705882352942,0.7543859649122807,0.8958333333333334,145,10,3,0,23,11,3,2,43
1.5,high,ringdown_only,240,0.6041666666666666,0.012195121951219513,0.004166666666666667,1,0.17088607594936708,0.9891304347826086,0.5759493670886076,0.13043478260869565,0.17647058823529413,0.47058823529411764,1.0,91,40,27,1,6,27,0,0,48
1.5,high,chirp_ringdown,240,0.8333333333333334,0.0,0.0,0,0.006329113924050633,1.0,0.8417721518987342,0.4528301886792453,0.7058823529411765,0.7962962962962963,0.8958333333333334,133,24,1,0,24,10,0,5,43
1.5,high,physical_chirp_ringdown,240,0.8333333333333334,0.0,0.0,0,0.006329113924050633,1.0,0.8417721518987342,0.4528301886792453,0.7058823529411765,0.7962962962962963,0.8958333333333334,133,24,1,0,24,10,0,5,43
2.0,low,chirp_only,240,0.8791666666666667,0.012195121951219513,0.004166666666666667,1,0.012658227848101266,0.9931506849315068,0.9177215189873418,0.6052631578947368,0.6764705882352942,0.7678571428571429,0.8958333333333334,145,11,2,0,23,11,1,4,43
2.0,low,ringdown_only,240,0.5583333333333333,0.024390243902439025,0.008333333333333333,2,0.26582278481012656,0.9767441860465116,0.5316455696202531,0.058823529411764705,0.058823529411764705,0.4,1.0,84,32,42,2,2,30,0,0,48
2.0,low,chirp_ringdown,240,0.8125,0.0,0.0,0,0.006329113924050633,1.0,0.8164556962025317,0.4107142857142857,0.6764705882352942,0.7818181818181819,0.8958333333333334,129,28,1,0,23,11,0,5,43
2.0,low,physical_chirp_ringdown,240,0.8125,0.0,0.0,0,0.006329113924050633,1.0,0.8164556962025317,0.4074074074074074,0.6470588235294118,0.7719298245614035,0.9166666666666666,129,28,1,0,22,12,0,4,44
2.0,nominal,chirp_only,240,0.8916666666666667,0.024390243902439025,0.008333333333333333,2,0.012658227848101266,0.9864864864864865,0.9240506329113924,0.6578947368421053,0.7352941176470589,0.7962962962962963,0.8958333333333334,146,10,2,0,25,9,2,3,43
2.0,nominal,ringdown_only,240,0.5916666666666667,0.024390243902439025,0.008333333333333333,2,0.189873417721519,0.978494623655914,0.5759493670886076,0.075,0.08823529411764706,0.4485981308411215,1.0,91,37,30,2,3,29,0,0,48
2.0,nominal,chirp_ringdown,240,0.8333333333333334,0.0,0.0,0,0.006329113924050633,1.0,0.8291139240506329,0.45614035087719296,0.7647058823529411,0.8269230769230769,0.8958333333333334,131,26,1,0,26,8,0,5,43
2.0,nominal,physical_chirp_ringdown,240,0.8291666666666667,0.0,0.0,0,0.006329113924050633,1.0,0.8291139240506329,0.4444444444444444,0.7058823529411765,0.8,0.9166666666666666,131,26,1,0,24,10,0,4,44
2.0,high,chirp_only,240,0.8791666666666667,0.036585365853658534,0.0125,3,0.0189873417721519,0.9797297297297297,0.9177215189873418,0.6571428571428571,0.6764705882352942,0.7543859649122807,0.8958333333333334,145,10,3,0,23,11,3,2,43
2.0,high,ringdown_only,240,0.625,0.036585365853658534,0.0125,3,0.15822784810126583,0.9696969696969697,0.6075949367088608,0.13953488372093023,0.17647058823529413,0.4897959183673469,1.0,96,37,25,3,6,25,0,0,48
2.0,high,chirp_ringdown,240,0.8541666666666666,0.0,0.0,0,0.012658227848101266,1.0,0.8607594936708861,0.5098039215686274,0.7647058823529411,0.8113207547169812,0.8958333333333334,136,20,2,0,26,8,0,5,43
2.0,high,physical_chirp_ringdown,240,0.8458333333333333,0.0,0.0,0,0.012658227848101266,1.0,0.8481012658227848,0.49056603773584906,0.7647058823529411,0.8113207547169812,0.8958333333333334,134,22,2,0,26,8,0,5,43
3.0,low,chirp_only,240,0.8791666666666667,0.012195121951219513,0.004166666666666667,1,0.012658227848101266,0.9931506849315068,0.9177215189873418,0.6052631578947368,0.6764705882352942,0.7678571428571429,0.8958333333333334,145,11,2,0,23,11,1,4,43
3.0,low,ringdown_only,240,0.5291666666666667,0.024390243902439025,0.008333333333333333,2,0.24050632911392406,0.9753086419753086,0.5,0.023255813953488372,0.029411764705882353,0.4051724137931034,0.9791666666666666,79,41,38,2,1,31,0,1,47
3.0,low,chirp_ringdown,240,0.8083333333333333,0.0,0.0,0,0.006329113924050633,1.0,0.8164556962025317,0.4,0.6470588235294118,0.7678571428571429,0.8958333333333334,129,28,1,0,22,12,0,5,43
3.0,low,physical_chirp_ringdown,240,0.8125,0.0,0.0,0,0.006329113924050633,1.0,0.8227848101265823,0.4074074074074074,0.6470588235294118,0.7678571428571429,0.8958333333333334,130,27,1,0,22,12,0,5,43
3.0,nominal,chirp_only,240,0.8916666666666667,0.024390243902439025,0.008333333333333333,2,0.012658227848101266,0.9864864864864865,0.9240506329113924,0.6578947368421053,0.7352941176470589,0.7962962962962963,0.8958333333333334,146,10,2,0,25,9,2,3,43
3.0,nominal,ringdown_only,240,0.5916666666666667,0.024390243902439025,0.008333333333333333,2,0.189873417721519,0.9787234042553191,0.5822784810126582,0.075,0.08823529411764706,0.44339622641509435,0.9791666666666666,92,36,30,2,3,29,0,1,47
3.0,nominal,chirp_ringdown,240,0.8458333333333333,0.0,0.0,0,0.006329113924050633,1.0,0.8481012658227848,0.4807692307692308,0.7352941176470589,0.8148148148148148,0.9166666666666666,134,23,1,0,25,9,0,4,44
3.0,nominal,physical_chirp_ringdown,240,0.8375,0.0,0.0,0,0.006329113924050633,1.0,0.8481012658227848,0.46153846153846156,0.7058823529411765,0.7962962962962963,0.8958333333333334,134,23,1,0,24,10,0,5,43
3.0,high,chirp_only,240,0.8791666666666667,0.036585365853658534,0.0125,3,0.0189873417721519,0.9797297297297297,0.9177215189873418,0.6571428571428571,0.6764705882352942,0.7543859649122807,0.8958333333333334,145,10,3,0,23,11,3,2,43
3.0,high,ringdown_only,240,0.6375,0.024390243902439025,0.008333333333333333,2,0.16455696202531644,0.9801980198019802,0.6265822784810127,0.15384615384615385,0.17647058823529413,0.48,1.0,99,33,26,2,6,26,0,0,48
3.0,high,chirp_ringdown,240,0.8458333333333333,0.0,0.0,0,0.012658227848101266,1.0,0.8481012658227848,0.49019607843137253,0.7352941176470589,0.8,0.9166666666666666,134,22,2,0,25,9,0,4,44
3.0,high,physical_chirp_ringdown,240,0.8416666666666667,0.0,0.0,0,0.012658227848101266,1.0,0.8481012658227848,0.4807692307692308,0.7352941176470589,0.7962962962962963,0.8958333333333334,134,22,2,0,25,9,0,5,43
