source_target_id,target_id,risk_class,severity,log_boundary_distance
matlab_boundary_candidate_s20229_c05,matlab_boundary_347,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20229_c10,matlab_boundary_348,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20231_c07,matlab_boundary_349,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20231_c08,matlab_boundary_350,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20232_c01,matlab_boundary_351,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20232_c08,matlab_boundary_352,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20233_c10,matlab_boundary_353,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20238_c10,matlab_boundary_354,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20239_c02,matlab_boundary_355,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20240_c11,matlab_boundary_356,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20241_c08,matlab_boundary_357,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20243_c07,matlab_boundary_358,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20244_c04,matlab_boundary_359,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20245_c06,matlab_boundary_360,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20245_c10,matlab_boundary_361,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20247_c04,matlab_boundary_362,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20251_c07,matlab_boundary_363,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20253_c06,matlab_boundary_364,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20255_c02,matlab_boundary_365,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20256_c02,matlab_boundary_366,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20258_c01,matlab_boundary_367,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20265_c05,matlab_boundary_368,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20266_c04,matlab_boundary_369,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20267_c02,matlab_boundary_370,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20268_c06,matlab_boundary_371,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20270_c03,matlab_boundary_372,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20270_c06,matlab_boundary_373,UNSAFE,1.5,0.405465108108164
