target_id,k,c,m,time_s,matlab_x,matlab_v,matlab_a,force,python_x,python_v,python_a
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.452,0.00253806771738148,0.0854063028511986,-0.0771516136911472,0.468023381134062,0.0025380677173814895,0.0854063028511985,-0.07715161369115148
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.454,0.00270863411306619,0.0851142327613922,-0.21476260610925,0.461835102759249,0.0027086341130661967,0.08511423276139209,-0.21476260610925368
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.456,0.0028783404741284,0.0845459632671506,-0.353288648734143,0.455115451011625,0.0028783404741284024,0.08454596326715055,-0.3532886487341484
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.458,0.00304663283639133,0.0837000613518231,-0.492332598669549,0.447870313422742,0.0030466328363913347,0.08370006135182298,-0.49233259866955337
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.46,0.00321295516562423,0.0825758907347967,-0.631495042444096,0.440106217696945,0.003212955165624231,0.08257589073479656,-0.6314950424440974
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.462,0.00337675095482951,0.0811736153236685,-0.770375385045035,0.43183032900986,0.003376750954829516,0.08117361532366843,-0.7703753850450374
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.464,0.00353746482625449,0.0794942004859518,-0.9085729408616,0.423050446512782,0.0035374648262544947,0.07949420048595164,-0.9085729408616036
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.466,0.00369454413376474,0.0775394121394072,-1.04568802362835,0.413774999037794,0.0036945441337647472,0.07753941213940713,-1.0456880236283548
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.468,0.00384744056122042,0.0753118136659042,-1.18132303246932,0.404013039999422,0.0038474405612204214,0.07531181366590411,-1.181323032469323
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.47,0.00399561171251219,0.0728147606594925,-1.31508353116208,0.393774241489555,0.003995611712512194,0.07281476065949241,-1.315083531162083
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.472,0.0041385226889408,0.0700523935251077,-1.44657931776638,0.383068887563405,0.0041385226889408015,0.07005239352510763,-1.4465793177663853
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.474,0.00427564764966256,0.0670296279500091,-1.5754254817955,0.37190786671521,0.004275647649662561,0.06702962795000895,-1.5754254817955025
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.476,0.00440647135097312,0.0637521432756536,-1.70124344614872,0.360302663543484,0.004406471350973127,0.06375214327565354,-1.701243446148722
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.478,0.00453049066026266,0.0602263688032281,-1.82366199107147,0.348265349606588,0.004530490660262659,0.060226368803227986,-1.8236619910714735
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.48,0.00464721604054747,0.0564594680714711,-1.94231825746426,0.335808573470503,0.004647216040547469,0.056459468071470946,-1.9423182574642648
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.482,0.00475617300156578,0.0524593211507177,-2.05685872692353,0.322945549951715,0.004756173001565778,0.05245932115071755,-2.056858726923533
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.484,0.00485690351351827,0.0482345050022633,-2.16694017596585,0.309690048559243,0.004856903513518273,0.048234505002263145,-2.16694017596585
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.486,0.00494896737963741,0.0437942719571667,-2.27223060196224,0.296056381140858,0.004948967379637414,0.043794271957166536,-2.2722306019622454
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.488,0.00503194356388253,0.0391485263734799,-2.37241011839019,0.282059388739772,0.005031943563882536,0.039148526373479806,-2.372410118390189
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.49,0.00510543147018054,0.0343077995355896,-2.46717181709878,0.267714427669022,0.005105431470180538,0.03430779953558946,-2.4671718170987855
