binary_accuracy,false_negative_count,false_negative_rate,false_positive_count,false_positive_rate,false_safe_ci95_lower,false_safe_ci95_upper,false_safe_count,false_safe_one_sided95_upper,false_safe_rate,noise_regime,non_safe_count,non_safe_recall,safe_count,safe_precision,sensitivity_non_safe,specificity_safe,stratum,trial_count,true_non_safe_count,true_safe_count
0.7102803738317757,19,0.296875,12,0.27906976744186046,0.1891173702367571,0.4241707991354572,19,0.40450493006037125,0.296875,low,64,0.703125,43,0.62,0.703125,0.7209302325581395,overall,107,45,31
0.45,9,0.6,2,0.4,0.322869766206282,0.8366356761404866,9,0.8091353138258284,0.6,low,15,0.4,5,0.25,0.4,0.6,boundary,20,6,3
0.7289719626168224,19,0.296875,10,0.23255813953488372,0.1891173702367571,0.4241707991354572,19,0.40450493006037125,0.296875,nominal,64,0.703125,43,0.6346153846153846,0.703125,0.7674418604651163,overall,107,45,33
0.5,8,0.5333333333333333,2,0.4,0.26586134727739624,0.7873332704806921,8,0.756272584233451,0.5333333333333333,nominal,15,0.4666666666666667,5,0.2727272727272727,0.4666666666666667,0.6,boundary,20,7,3
0.7289719626168224,20,0.3125,9,0.20930232558139536,0.2024214725801613,0.4405943668174625,20,0.42087723164651253,0.3125,high,64,0.6875,43,0.6296296296296297,0.6875,0.7906976744186046,overall,107,44,34
0.4,9,0.6,3,0.6,0.322869766206282,0.8366356761404866,9,0.8091353138258284,0.6,high,15,0.4,5,0.18181818181818182,0.4,0.4,boundary,20,6,2
