contact_fraction,contact_loss_count,minimum_actuator_reserve,motor_saturation_fraction,peak_angular_rate_rad_s,peak_attitude_deg,peak_contact_force_n,peak_contact_torque_nm,peak_penetration_m,peak_target_acceleration_m_per_s2,peak_target_displacement_m,peak_target_velocity_m_per_s,probe_cross_correlation_lag_s,probe_delivery_bandwidth_hz,probe_peak_tracking_error_n,probe_relative_rms_tracking_error,probe_rms_tracking_error_n,probe_weighted_phase_lag_rad,step_s
0.15789473684210525,8.0,0.7160015904124981,0.0,0.19519801361159464,1.871594756224291,3.032074172272635,0.24169038928904668,0.000596253071333946,3.2532963724772817,0.0029595640479428394,0.06395329364257682,0.136,0.0,3.032074172272635,1.8035291697876705,0.47287425761053503,-1.7413054692431191,0.002
0.15928023992002666,8.0,0.7165888435926759,0.0,0.19342311445599766,1.8543081744962289,2.9943050056141036,0.23867283025751124,0.0005888261529974335,3.270846354228029,0.0029540260344143943,0.06383175273387284,0.134,0.0,2.9943050056141036,1.7986473824275584,0.4715300267312959,-1.7583942308861948,0.001
0.15847358773537742,8.0,0.7165274087548523,0.0,0.19254573821301008,1.8457200443855832,2.9949689799090318,0.2388582088208796,0.0005889525789823896,3.298003093111727,0.0029577880339544233,0.06392092264449124,0.1325,0.0,2.9949689799090318,1.7983577468577154,0.4714219388909078,-1.764484998875421,0.0005
