binary_accuracy,false_negative_count,false_negative_rate,false_positive_count,false_positive_rate,false_safe_ci95_lower,false_safe_ci95_upper,false_safe_count,false_safe_one_sided95_upper,false_safe_rate,noise_regime,non_safe_count,non_safe_recall,safe_count,safe_precision,sensitivity_non_safe,specificity_safe,stratum,trial_count,true_non_safe_count,true_safe_count
0.8,5,0.15625,7,0.25,0.05275056440213033,0.3278787656820412,5,0.3008416942654474,0.15625,low,32,0.84375,28,0.8076923076923077,0.84375,0.75,monte_carlo,60,27,21
0.7978723404255319,7,0.13725490196078433,12,0.27906976744186046,0.05701181346335082,0.2625515433045449,7,0.24239914471981724,0.13725490196078433,low,51,0.8627450980392157,43,0.8157894736842105,0.8627450980392157,0.7209302325581395,target_population,94,44,31
0.07692307692307693,12,0.9230769230769231,0,0.0,0.6397025647321183,0.9980543715026533,12,0.9960621357723556,0.9230769230769231,low,13,0.07692307692307693,0,0.0,0.07692307692307693,0.0,one_factor,13,1,0
0.8333333333333334,5,0.15625,5,0.17857142857142858,0.05275056440213033,0.3278787656820412,5,0.3008416942654474,0.15625,nominal,32,0.84375,28,0.8214285714285714,0.84375,0.8214285714285714,monte_carlo,60,27,23
0.8297872340425532,6,0.11764705882352941,10,0.23255813953488372,0.044420141856298896,0.23867604726407363,6,0.21905425801127104,0.11764705882352941,nominal,51,0.8823529411764706,43,0.8461538461538461,0.8823529411764706,0.7674418604651163,target_population,94,45,33
0.0,13,1.0,0,0.0,0.7529473619995258,1.0,13,1.0,1.0,nominal,13,0.0,0,0.0,0.0,0.0,one_factor,13,0,0
0.8333333333333334,6,0.1875,4,0.14285714285714285,0.07207616545849298,0.3643923098640894,6,0.33687391850899007,0.1875,high,32,0.8125,28,0.8,0.8125,0.8571428571428571,monte_carlo,60,26,24
0.8191489361702128,8,0.1568627450980392,9,0.20930232558139536,0.07024083345728901,0.2858762867315579,8,0.2652753583197358,0.1568627450980392,high,51,0.8431372549019608,43,0.8095238095238095,0.8431372549019608,0.7906976744186046,target_population,94,43,34
0.07692307692307693,12,0.9230769230769231,0,0.0,0.6397025647321183,0.9980543715026533,12,0.9960621357723556,0.9230769230769231,high,13,0.07692307692307693,0,0.0,0.07692307692307693,0.0,one_factor,13,1,0
