time_s,contact_force_n,target_x_m,uav_x_m,pitch_rad
0.297,0.0,0.0,-0.29931835702215404,0.01389169715400635
0.298,0.0,0.0,-0.2993071287693365,0.01399523125860526
0.299,0.0,0.0,-0.2992957632425997,0.014098818384163835
0.3,0.0,0.0,-0.2992842594257651,0.014202451679623997
0.301,0.0,0.0,-0.2992726163022026,0.014306124260276932
0.302,0.0,0.0,-0.29926083285489835,0.014409829208041383
0.303,0.0,0.0,-0.2992489080665227,0.014513559571743008
0.304,0.0,0.0,-0.2992368409194985,0.014617308367394785
0.305,0.0,0.0,-0.2992246303960696,0.014721068578478543
0.306,0.0,0.0,-0.2992122754783703,0.014824833156227556
0.307,0.0,0.0,-0.29919977514849416,0.014928595019910312
0.308,0.0,0.0,-0.2991871283885638,0.015032347057115432
0.309,0.0,0.0,-0.29917433418080097,0.015136082124037735
0.31,0.0,0.0,-0.2991613915075965,0.015239793045765539
0.311,0.0,0.0,-0.29914829935158116,0.015343472616569166
0.312,0.0,0.0,-0.29913505669569623,0.015447113600190692
0.313,0.0,0.0,-0.29912166252326483,0.015550708730134975
0.314,0.0,0.0,-0.2991081158180633,0.01565425070996194
0.315,0.0,0.0,-0.2990944155643929,0.01575773221358023
0.316,0.0,0.0,-0.29908056074715206,0.015861145885542122
0.317,0.0,0.0,-0.29906655035190843,0.01596448434133987
0.318,0.0,0.0,-0.29905238336497175,0.016067740167703376
0.319,0.0,0.0,-0.2990380587734665,0.016170905922899277
0.32,0.0,0.0,-0.2990235755654053,0.01627397413703147
0.321,0.0,0.0,-0.29900893272976226,0.016376937312343073
0.322,0.0,0.0,-0.2989941292565467,0.016479787923519864
0.323,0.0,0.0,-0.2989791641368773,0.016582518417995195
0.324,0.0,0.0,-0.2989640363630562,0.01668512121625645
0.325,0.0,0.0,-0.29894874492864354,0.016787588712153027
0.326,0.0,0.0,-0.2989332888285325,0.016889913273205864
0.327,0.0,0.0,-0.29891766705902406,0.016992087240918604
0.328,0.0,0.0,-0.2989018786179025,0.017094102931090316
0.329,0.0,0.0,-0.298885922504511,0.01719595263412987
0.33,0.0,0.0,-0.29886979771982736,0.017297628615371964
0.331,0.0,0.0,-0.29885350326654003,0.01739912311539482
0.332,0.0,0.0,-0.2988370381491246,0.017500428350339606
0.333,0.0,0.0,-0.2988204013739202,0.017601536512231553
0.334,0.0,0.0,-0.2988035919492064,0.017702439769302823
0.335,0.0,0.0,-0.2987866088852802,0.017803130266317156
0.336,0.0,0.0,-0.2987694511945332,0.017903600124896325
0.337,0.0,0.0,-0.29875211789152917,0.01800384144384835
0.338,0.0,0.0,-0.2987346079930818,0.018103846299497607
0.339,0.0,0.0,-0.29871692051833265,0.018203606746016773
0.34,0.0,0.0,-0.298699054488829,0.018303114815760652
0.341,0.0,0.0,-0.29868100892860266,0.018402362519601912
0.342,0.0,0.0,-0.2986627828642482,0.018501341847268756
0.343,0.0,0.0,-0.2986443753250019,0.018600044767684513
0.34400000000000003,0.0,0.0,-0.29862578534282064,0.018698463229309244
0.34500000000000003,0.0,0.0,-0.2986070119524612,0.018796589160483317
0.34600000000000003,0.0,0.0,-0.2985880541915595,0.018894414469772993
0.34700000000000003,0.0,0.0,-0.2985689111007102,0.018991931046318078
0.34800000000000003,0.0,0.0,-0.2985495817235466,0.019089130760181608
0.34900000000000003,0.0,0.0,-0.2985300651068205,0.019186005462701643
0.35000000000000003,0.0,0.0,-0.2985103603004823,0.01928254698684512
0.35100000000000003,0.0,0.0,-0.2984904663577612,0.0193787471475639
0.352,0.0,0.0,-0.29847038233524614,0.0194745977421529
0.353,0.0,0.0,-0.29845010729296584,0.01957009055061042
0.354,0.0,0.0,-0.2984296402944701,0.019665217336000677
0.355,0.0,0.0,-0.29840898040691066,0.01975996984481851
0.356,0.0,0.0,-0.2983881267011222,0.01985433980735635
0.357,0.0,0.0,-0.29836707825170383,0.01994831893807345
0.358,0.0,0.0,-0.29834583413710053,0.020041898935967317
0.359,0.1554566801112641,0.0,-0.2983243934396847,0.020135071484947566
0.36,0.2217596866396671,9.53328216827176e-08,-0.298302831802265,0.02022816601963097
0.361,0.2862045632608086,3.733101232775785e-07,-0.2982812194914979,0.02032147551039334
0.362,0.3483087409527301,8.850009495518625e-07,-0.29825959852909817,0.020415158822175462
0.363,0.4076259414342804,1.6786015550563918e-06,-0.29823800937483697,0.020509361473443403
0.364,0.46374940787372165,2.799006344007206e-06,-0.2982164906277798,0.020604214745210514
0.365,0.5163146706034282,4.287421836945627e-06,-0.29819507875398077,0.020699834945003402
