target_id,source_seed,source_case_index,selected_group,selection_rank,true_severity_ratio,absolute_log_distance_to_safe_boundary,actual_risk_class
boundary_s10300_c01,10300,1,NON_SAFE,7,1.0400205976070993,0.03924051834859876,CAUTION
boundary_s10278_c04,10278,4,NON_SAFE,8,1.0428186608127994,0.04192729782772227,CAUTION
boundary_s10224_c02,10224,2,NON_SAFE,9,1.0447037040616103,0.043733308429472824,CAUTION
boundary_s10243_c05,10243,5,NON_SAFE,10,1.049989071723062,0.048779756232471515,CAUTION
boundary_s10241_c11,10241,11,NON_SAFE,11,1.0559722472537105,0.054461903928974126,CAUTION
boundary_s10209_c03,10209,3,NON_SAFE,12,1.0571882801938743,0.05561281798268561,CAUTION
boundary_s10210_c00,10210,0,NON_SAFE,13,1.0614505687829867,0.059636433750444744,CAUTION
boundary_s10208_c08,10208,8,NON_SAFE,14,1.0651301158797892,0.06309696623370112,CAUTION
boundary_s10289_c02,10289,2,NON_SAFE,15,1.0714042948434495,0.06897021308413794,CAUTION
boundary_s10229_c04,10229,4,NON_SAFE,16,1.0783927855079973,0.07547177115723414,CAUTION
boundary_s10273_c06,10273,6,NON_SAFE,17,1.0811087255953404,0.07798711231846482,CAUTION
boundary_s10248_c06,10248,6,NON_SAFE,18,1.0867964854665373,0.08323436472836862,CAUTION
boundary_s10212_c08,10212,8,NON_SAFE,19,1.0906362667223708,0.08676125687437472,CAUTION
boundary_s10201_c02,10201,2,NON_SAFE,20,1.1041879896887636,0.09911021387400668,CAUTION
boundary_s10293_c06,10293,6,NON_SAFE,21,1.1056650184546515,0.10044698060047434,CAUTION
boundary_s10294_c11,10294,11,NON_SAFE,22,1.1061595649927647,0.10089416483927482,CAUTION
boundary_s10239_c05,10239,5,NON_SAFE,23,1.1072186696193547,0.10185116775080633,CAUTION
boundary_s10237_c04,10237,4,NON_SAFE,24,1.109,0.10345870836822997,CAUTION
boundary_s10295_c04,10295,4,NON_SAFE,25,1.109889874911762,0.10426079861122212,CAUTION
boundary_s10261_c05,10261,5,NON_SAFE,26,1.1130490062479275,0.10710310209490616,CAUTION
boundary_s10291_c11,10291,11,NON_SAFE,27,1.1152849729833716,0.10910995340778955,CAUTION
boundary_s10239_c03,10239,3,NON_SAFE,28,1.116,0.10975086395911929,CAUTION
boundary_s10261_c01,10261,1,NON_SAFE,29,1.1160386412951917,0.10978548817617409,CAUTION
boundary_s10221_c07,10221,7,NON_SAFE,30,1.1217568694941844,0.1148960897635482,CAUTION
boundary_s10211_c07,10211,7,NON_SAFE,31,1.1275256616222495,0.12002555188935522,CAUTION
boundary_s10218_c10,10218,10,NON_SAFE,32,1.128431656726774,0.12082875427786043,CAUTION
boundary_s10288_c04,10288,4,NON_SAFE,33,1.1302009172458225,0.1223954197916012,CAUTION
boundary_s10253_c11,10253,11,NON_SAFE,34,1.1315907902580977,0.12362442172189216,CAUTION
boundary_s10296_c07,10296,7,NON_SAFE,35,1.1371145540004852,0.12849396079315892,CAUTION
boundary_s10204_c01,10204,1,NON_SAFE,36,1.1395873037867292,0.13066618264126942,CAUTION
boundary_s10263_c08,10263,8,NON_SAFE,37,1.140089646079039,0.13110689622612204,CAUTION
boundary_s10235_c09,10235,9,NON_SAFE,38,1.1499064118939175,0.13968055810173768,CAUTION
boundary_s10236_c02,10236,2,NON_SAFE,39,1.16,0.14842000511827322,CAUTION
boundary_s10291_c08,10291,8,NON_SAFE,40,1.164,0.15186234930924603,CAUTION
boundary_s10236_c00,10236,0,NON_SAFE,41,1.1814545758713442,0.16674637075369583,CAUTION
boundary_s10231_c10,10231,10,NON_SAFE,42,1.1814891607606688,0.16677564346873422,CAUTION
boundary_s10238_c07,10238,7,NON_SAFE,43,1.181695436240118,0.16695021762619516,CAUTION
boundary_s10247_c07,10247,7,NON_SAFE,44,1.1872119102473513,0.1716076255970913,CAUTION
boundary_s10249_c01,10249,1,NON_SAFE,45,1.188332221978653,0.17255082997638235,CAUTION
boundary_s10262_c05,10262,5,NON_SAFE,46,1.1894435184536585,0.17348556619815744,CAUTION
boundary_s10259_c08,10259,8,NON_SAFE,47,1.1908096885331418,0.174633486281191,CAUTION
boundary_s10292_c11,10292,11,NON_SAFE,48,1.191010290731691,0.17480193074867376,CAUTION
boundary_s10240_c05,10240,5,NON_SAFE,49,1.1983495567717521,0.18094524074851698,CAUTION
boundary_s10280_c00,10280,0,NON_SAFE,50,1.1989618274305993,0.18145603853323064,CAUTION
boundary_s10247_c00,10247,0,NON_SAFE,51,1.201,0.18315454309784654,CAUTION
boundary_s10215_c05,10215,5,NON_SAFE,52,1.204,0.18564934688662926,CAUTION
boundary_s10220_c11,10220,11,NON_SAFE,53,1.206,0.18730909830499368,CAUTION
boundary_s10272_c06,10272,6,NON_SAFE,54,1.210055171290696,0.19066595467719197,CAUTION
boundary_s10287_c10,10287,10,NON_SAFE,55,1.2114406580456571,0.19181027785905705,CAUTION
boundary_s10256_c07,10256,7,NON_SAFE,56,1.2158741262283814,0.19546326357114985,CAUTION
boundary_s10220_c10,10220,10,NON_SAFE,57,1.2168389078241728,0.1962564369811388,CAUTION
boundary_s10288_c10,10288,10,NON_SAFE,58,1.217,0.19638881400539018,CAUTION
boundary_s10203_c03,10203,3,NON_SAFE,59,1.239858637336002,0.21499737096982124,CAUTION
boundary_s10265_c11,10265,11,NON_SAFE,60,1.24171028559616,0.21648969188558156,CAUTION
boundary_s10207_c06,10207,6,NON_SAFE,61,1.2418349663974355,0.21659009738556612,CAUTION
boundary_s10230_c03,10230,3,NON_SAFE,62,1.2465995873508697,0.22041951437288063,CAUTION
boundary_s10268_c02,10268,2,NON_SAFE,63,1.2537728207235415,0.22615726210126877,CAUTION
boundary_s10276_c11,10276,11,NON_SAFE,64,1.2539374701237453,0.22628857663233037,CAUTION
boundary_s10237_c09,10237,9,NON_SAFE,65,1.262215549729227,0.2328685496367431,CAUTION
boundary_s10296_c11,10296,11,NON_SAFE,66,1.2626807087596117,0.23323700757562552,CAUTION
boundary_s10223_c00,10223,0,NON_SAFE,67,1.2628989144657532,0.23340980411284637,CAUTION
boundary_s10234_c06,10234,6,NON_SAFE,68,1.265969845253608,0.23583850452330793,CAUTION
boundary_s10206_c00,10206,0,NON_SAFE,69,1.2664432740218254,0.23621239989616744,CAUTION
boundary_s10276_c01,10276,1,NON_SAFE,70,1.268375498741959,0.2377369468303639,CAUTION
boundary_s10285_c00,10285,0,NON_SAFE,71,1.2694687208651387,0.23859848291863392,CAUTION
boundary_s10225_c02,10225,2,NON_SAFE,72,1.269889892737409,0.2389301980799948,CAUTION
boundary_s10254_c10,10254,10,NON_SAFE,73,1.280118668762254,0.2469527836047331,CAUTION
boundary_s10300_c03,10300,3,NON_SAFE,74,1.2801671448801841,0.24699065134409057,CAUTION
boundary_s10298_c02,10298,2,NON_SAFE,75,1.2806394228178286,0.24735950227485298,CAUTION
boundary_s10271_c06,10271,6,NON_SAFE,76,1.2832869168864443,0.24942469031756784,CAUTION
boundary_s10254_c03,10254,3,NON_SAFE,77,1.2873987154593034,0.2526236828568713,CAUTION
boundary_s10253_c10,10253,10,NON_SAFE,78,1.2906891770138915,0.25517632146233177,CAUTION
boundary_s10215_c07,10215,7,NON_SAFE,79,1.296713843175774,0.2598332512123112,CAUTION
boundary_s10213_c09,10213,9,NON_SAFE,80,1.3096029756037022,0.2697240192191999,CAUTION
boundary_s10244_c04,10244,4,NON_SAFE,81,1.3351306809752808,0.2890291754324557,CAUTION
boundary_s10290_c00,10290,0,NON_SAFE,82,1.3417130899771526,0.2939472228290153,CAUTION
boundary_s10265_c06,10265,6,NON_SAFE,83,1.3447529610435314,0.29621032409742526,CAUTION
boundary_s10205_c07,10205,7,NON_SAFE,84,1.346,0.2971372312225361,CAUTION
boundary_s10228_c06,10228,6,NON_SAFE,85,1.356,0.3045391895182039,CAUTION
boundary_s10244_c09,10244,9,NON_SAFE,86,1.357,0.30527638085273207,CAUTION
boundary_s10271_c01,10271,1,NON_SAFE,87,1.357707403959742,0.3057975449197854,CAUTION
boundary_s10260_c06,10260,6,NON_SAFE,88,1.3624474085583609,0.3092826475870715,CAUTION
boundary_s10260_c02,10260,2,NON_SAFE,89,1.3680888700765916,0.31341478059660194,CAUTION
boundary_s10244_c02,10244,2,NON_SAFE,90,1.3710331164186493,0.31556455522546784,CAUTION
boundary_s10228_c07,10228,7,NON_SAFE,91,1.3747614791565326,0.3182802463665853,CAUTION
boundary_s10228_c01,10228,1,NON_SAFE,92,1.3800200528775137,0.32209803013420046,CAUTION
boundary_s10216_c10,10216,10,NON_SAFE,93,1.3804544175308866,0.3224127330315567,CAUTION
boundary_s10249_c06,10249,6,NON_SAFE,94,1.3837373865703064,0.32478808960281824,CAUTION
boundary_s10207_c02,10207,2,NON_SAFE,95,1.393,0.3314596947976687,CAUTION
boundary_s10260_c10,10260,10,NON_SAFE,96,1.3980000000000001,0.33504264381161863,CAUTION
boundary_s10264_c04,10264,4,NON_SAFE,97,1.4040821501410883,0.3393838153883902,CAUTION
boundary_s10251_c11,10251,11,NON_SAFE,98,1.4063948539356907,0.3410295889088693,CAUTION
boundary_s10263_c09,10263,9,NON_SAFE,99,1.4088642140291396,0.34278385781777904,CAUTION
boundary_s10261_c06,10261,6,NON_SAFE,100,1.4100000000000001,0.343589704390077,UNSAFE
boundary_s10272_c09,10272,9,NON_SAFE,101,1.410507110604625,0.3439492926415531,CAUTION
boundary_s10275_c03,10275,3,NON_SAFE,102,1.4306687273483818,0.3581419764639708,CAUTION
boundary_s10231_c02,10231,2,NON_SAFE,103,1.4307377036664792,0.3581901879430275,CAUTION
boundary_s10282_c11,10282,11,NON_SAFE,104,1.446,0.3688011237365729,UNSAFE
boundary_s10205_c11,10205,11,NON_SAFE,105,1.4465224142659514,0.3691623408314208,CAUTION
boundary_s10238_c02,10238,2,NON_SAFE,106,1.4477130248302392,0.3699850870498978,CAUTION
boundary_s10230_c07,10230,7,NON_SAFE,107,1.4507490579551503,0.37208001473813734,CAUTION
boundary_s10211_c00,10211,0,NON_SAFE,108,1.455,0.3750059006234559,UNSAFE
boundary_s10245_c04,10245,4,NON_SAFE,109,1.4583889662374363,0.3773323786909402,CAUTION
boundary_s10269_c05,10269,5,NON_SAFE,110,1.464,0.3811724155391198,UNSAFE
boundary_s10269_c03,10269,3,NON_SAFE,111,1.4640175087197198,0.3811843749756108,CAUTION
boundary_s10219_c01,10219,1,NON_SAFE,112,1.4704601293624728,0.38557536498399264,CAUTION
boundary_s10294_c05,10294,5,NON_SAFE,113,1.4706992085180417,0.3857379397571552,CAUTION
boundary_s10281_c11,10281,11,NON_SAFE,114,1.472,0.38662202030668447,UNSAFE
boundary_s10290_c04,10290,4,NON_SAFE,115,1.474,0.38797979376714486,UNSAFE
boundary_s10267_c08,10267,8,NON_SAFE,116,1.475,0.38865798979178323,UNSAFE
boundary_s10287_c02,10287,2,NON_SAFE,117,1.477,0.3900130035492428,UNSAFE
boundary_s10264_c06,10264,6,NON_SAFE,118,1.4774540136698944,0.39032034539404215,CAUTION
boundary_s10297_c00,10297,0,NON_SAFE,119,1.479198096604786,0.39150011431654963,CAUTION
boundary_s10209_c07,10209,7,NON_SAFE,120,1.4795802692510922,0.39175844569604185,CAUTION
boundary_s10296_c05,10296,5,NON_SAFE,121,1.481,0.3927175352856618,UNSAFE
boundary_s10243_c11,10243,11,NON_SAFE,122,1.485,0.395414772254663,UNSAFE
boundary_s10226_c09,10226,9,NON_SAFE,123,1.488044270067434,0.3974626873577408,CAUTION
boundary_s10286_c11,10286,11,NON_SAFE,124,1.49,0.3987761199573678,UNSAFE
boundary_s10259_c06,10259,6,NON_SAFE,125,1.495,0.4021262068426498,UNSAFE
boundary_s10268_c09,10268,9,NON_SAFE,126,1.4955441060293961,0.4024900911500592,CAUTION
boundary_s10216_c03,10216,3,NON_SAFE,127,1.4960108673005226,0.4028021437642183,CAUTION
