time_s,phase,total_contact_reference_n,commanded_normal_force_n,realized_contact_force_n,contact_active,desired_tip_coordinate_m,target_displacement_m,target_velocity_m_per_s,vehicle_position_x_m,vehicle_pitch_rad
10.163,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00020930765788216806,-0.010289057203459443,-0.30895047192397257,0.008979786491985628
10.164,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00021937318250827783,-0.009838543770078912,-0.3089469742614312,0.008792479872468196
10.165000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00022897800653695242,-0.009367817223750559,-0.30894339037493,0.008605084195329796
10.166,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.000238102407417825,-0.008877865437528954,-0.3089397221020154,0.008417641122827323
10.167,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00024672767037192683,-0.008369715728897172,-0.308935971280701,0.008230192057589602
10.168000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002548361267658608,-0.00784443270614661,-0.30893213974906164,0.008042778131934011
10.169,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002624111902937762,-0.007303116038365361,-0.30892822934483066,0.007855440197377226
10.17,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.000269437390893076,-0.006746898153705419,-0.30892424190499956,0.007668218814341616
10.171,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002759004063245321,-0.006176941870745708,-0.3089201792654204,0.007481154242058648
10.172,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00028178709135237004,-0.005594437967904447,-0.3089160432604115,0.007294286428670615
10.173,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002870855044649026,-0.005000602695980643,-0.3089118357223658,0.007107655001531927
10.174,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002917849320814296,-0.004396675239020063,-0.3089075584813627,0.006921299257711053
10.175,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00029587591019637023,-0.0037839151288058437,-0.3089032133647828,0.006735258154694206
10.176,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002993502434169426,-0.0031635996183675455,-0.30889880219692634,0.006549570301291695
10.177,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00030220102135614,-0.002537021019984955,-0.30889432679863454,0.006364273948747837
10.178,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00030442263234826695,-0.0019054840132339225,-0.3088897889869149,0.006179406982055198
10.179,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0003060107744598769,-0.001270302928681026,-0.3088851905745698,0.0059950069114739
10.18,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00030696246377458263,-0.0006327990128816341,-0.308880533369829,0.005811110864256585
10.181000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0003072760399358872,5.702319628033683e-06,-0.3088758191759855,0.005627755576579613
10.182,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.000306951168937884,0.0006438742416300624,-0.30887104979103563,0.005444977385680921
10.183,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0003059888431593983,0.001280391270088122,-0.3088662270073228,0.005262812222204965
10.184000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00030439137864287047,0.0019139320188473839,-0.3088613526111853,0.005081295602755008
10.185,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0003021624096250035,0.0025431819414550765,-0.3088564283826081,0.00490046262265303
10.186,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002993068803319027,0.003166836058409057,-0.3088514560948788,0.004720347948907377
10.187,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002958310340571125,0.003783601663176942,-0.3088464375142478,0.004540985813388224
10.188,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002917423995465883,0.004392201001375267,-0.30884137439959264,0.004362410006210874
10.189,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00028704977472022563,0.004991373917556674,-0.30883626850208673,0.004184653869326828
10.19,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002817632077650857,0.005579880464123186,-0.30883112156487236,0.004007750290322446
10.191,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002758939756408984,0.00615650346696502,-0.3088259353227383,0.003831731696425009
10.192,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002694545600437796,0.006720051042516979,-0.30882071150180174,0.0036566300487159086
10.193,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00026245862087935674,0.007269359061027995,-0.308815451819195,0.0034824768365505783
10.194,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00025492096730164395,0.007803293550953758,-0.30881015798275663,0.0033093030721847785
10.195,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002468575263790377,0.008320753039507151,-0.30880483169072714,0.0031371392856067134
10.196,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00023828530945370151,0.008820670824536329,-0.30879947463144986,0.0029660155195744596
10.197000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00022922237626536734,0.009302017173045326,-0.308794088483076,0.002795961324858056
10.198,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00021968779691518948,0.009763801441826772,-0.30878867491327494,0.002627005755685592
10.199,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0002097016117497362,0.010205074115840379,-0.30878323557894927,0.0024591773653925477
10.200000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0001992847892494848,0.010624928760143848,-0.3087777721259546,0.0022925042022735637
10.201,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0001884591820102887,0.011022503881364549,-0.30877228618882435,0.0021270138056357943
10.202,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00017724748091020354,0.011396984694890203,-0.30876677939049973,0.001962733202052911
10.203,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0001656731675577809,0.01174760479415455,-0.30876125334206456,0.0017996889018187597
10.204,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0001537604651214629,0.012073647718599152,-0.308755709642485,0.0016379068955996575
10.205,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0001415342876430216,0.012374448417104705,-0.30875014987835475,0.0014774126512842082
10.206,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00012902018794108683,0.012649394603903857,-0.308744575623645,0.0013182311110295018
10.207,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00011624430421368137,0.012897928004212512,-0.3087389884394597,0.0011603866885024868
10.208,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0001032333054513305,0.013119545487046897,-0.308733389873796,0.0010039032663152656
10.209,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-9.001433577472875e-05,0.013313800082929414,-0.30872778146130997,0.000848804193652998
10.21,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-7.66149578131236e-05,0.013480301884426435,-0.3087221647230872,0.0006951122840930654
10.211,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-6.306309524151077e-05,0.013618718827705717,-0.30871654116641917,0.0005428498136140856
10.212,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-4.938697459642469e-05,0.013728777353549082,-0.3087109122845843,0.00039203851879332367
10.213000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-3.561506649154625e-05,0.013810262946507244,-0.30870527955663485,0.00024269959519100607
10.214,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-2.177602635553668e-05,0.013863020551137417,-0.3086996444471887,9.485369591998755e-05
10.215,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-7.898634815438046e-06,0.013886954864520204,-0.30869400840622674,-5.147906960081347e-05
10.216000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,5.988262150344549e-06,0.013882030504509679,-0.3086883728688953,-0.00019627913671084373
10.217,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,1.9855813165046778e-05,0.013848272053428963,-0.30868273925531403,-0.00033952748639188055
10.218,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,3.367522138794441e-05,0.01378576397718247,-0.3086771089703894,-0.00048120564597324767
10.219,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,4.741780430565826e-05,0.013694650420014822,-0.3086714834036332,-0.0006212956896600335
10.22,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,6.105505325623413e-05,0.013575134875404607,-0.3086658639289864,-0.000759780238886105
10.221,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,7.455869256248372e-05,0.013427479733838232,-0.3086602519046486,-0.0008966424624937412
10.222,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,8.790073815194584e-05,0.0132520057084645,-0.30865464867291276,-0.0010318660767417577
10.223,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00010105355554195452,0.013049091139883694,-0.3086490555600053,-0.0011654353451440128
10.224,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00011398991706967985,0.012819171181575434,-0.3086434738759315,-0.0012973350781402355
10.225,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00012668305824863575,0.012562736867716735,-0.30863790491432613,-0.0014275506326011374
10.226,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.000139106733135022,0.012280334065385144,-0.3086323499523099,-0.0015560679111698067
10.227,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.000151235268589383,0.011972562313381003,-0.308626810250351,-0.0016828733614414084
10.228,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0001630436173214174,0.01164007355013729,-0.3086212870521316,-0.0018079539749832568
10.229000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0001745074096083559,0.011283570733414672,-0.30861578158442043,-0.0019312972861973334
