aborted,actual_risk_class,case_index,completed,damping_n_s_per_m,effective_mass_kg,first_contact_impulse_n_s,first_contact_peak_force_n,future_contact_loss_proxy,future_hold_settling_time_s,future_late_hold_oscillation_rms_m,future_peak_displacement_m,future_peak_velocity_m_per_s,future_raw_path,future_realized_sustained_force_rms_error_n,future_terminal_phase,future_terminal_reason,minimum_actuator_reserve,motor_saturation_fraction,near_loss_count,passive_force_squared_energy_n2_s,passive_max_commanded_probe_force_n,passive_recontact,passive_residual_force_rms_n,peak_angular_rate_rad_s,peak_attitude_deg,peak_contact_force_n,peak_target_acceleration_m_per_s2,peak_target_displacement_m,peak_target_velocity_m_per_s,peak_vehicle_position_disturbance_m,probe_contact_fraction,probe_correlation,probe_cross_correlation_lag_s,probe_delivery_bandwidth_hz,probe_normalized_rms_tracking_error,probe_peak_tracking_error_n,probe_raw_path,probe_recontact_count,probe_rms_tracking_error_n,probe_separation_count,probe_weighted_phase_lag_rad,recontact_peak_force_n,reduced_order_boundary_severity,seed,stiffness_n_per_m,stratum,terminal_phase,terminal_reason,total_recontact_count,trial_id,unload_impulse_n_s,zero_separation_during_probe
True,UNSAFE,21,False,7.471179977664332,3.6715927367669106,0.0013918317291880815,0.05839931540569118,True,inf,inf,inf,inf,raw/held_out/exp0009_broad_s14104_c21__sustained_contact.npz,inf,ABORT,acquisition_timeout,0.7362437801901391,0.0,0.0,inf,inf,True,inf,0.07433236926177603,0.3540246191279333,0.5412768111367435,0.13826072915208443,0.0005655034767048716,0.0019573868828782334,0.0024320187318589716,0.0,0.0,inf,0.0,inf,inf,raw/held_out/exp0009_broad_s14104_c21__probe.npz,inf,inf,inf,inf,0.5412768111367435,,14104,77.78613205671896,broad,ABORT,acquisition_timeout,13.0,exp0009_broad_s14104_c21,inf,False
True,UNSAFE,22,False,2.086077711808339,5.31157245243813,0.0014930575678740263,0.06056518773071117,True,inf,inf,inf,inf,raw/held_out/exp0009_broad_s14104_c22__sustained_contact.npz,inf,ABORT,acquisition_timeout,0.7372807923334105,0.0,0.0,inf,inf,True,inf,0.07585731414722444,0.38383172579555186,0.563649340454948,0.10874819021235929,0.00012702938989083622,0.0015386268928577365,0.0021526510878219244,0.0,0.0,inf,0.0,inf,inf,raw/held_out/exp0009_broad_s14104_c22__probe.npz,inf,inf,inf,inf,0.563649340454948,,14104,595.070508725726,broad,ABORT,acquisition_timeout,13.0,exp0009_broad_s14104_c22,inf,False
True,UNSAFE,23,False,3.574869328296446,0.3172030560026804,0.0009170449029045442,0.03157325180356682,True,inf,inf,inf,inf,raw/held_out/exp0009_broad_s14104_c23__sustained_contact.npz,inf,ABORT,acquisition_timeout,0.7561372113111958,0.0,0.0,inf,inf,True,inf,0.01869305206110195,0.21600342694932276,0.11928657328324363,0.29316595266242007,7.687506743697957e-05,0.0032001400401431707,0.0023540223901703013,0.0,0.0,inf,0.0,inf,inf,raw/held_out/exp0009_broad_s14104_c23__probe.npz,inf,inf,inf,inf,0.11928657328324363,,14104,1494.1324625037232,broad,ABORT,acquisition_timeout,22.0,exp0009_broad_s14104_c23,inf,False
True,UNSAFE,24,False,1.0014632941995354,0.11427665458933199,0.0017952022634263197,0.035826350670521846,True,inf,inf,inf,inf,raw/held_out/exp0009_broad_s14104_c24__sustained_contact.npz,inf,ABORT,acquisition_timeout,0.7542539433323114,0.0,0.0,inf,inf,True,inf,0.02284393537026041,0.20178345609280068,0.13867681247610766,0.8039237864181145,7.802981692948759e-05,0.004556105206787363,0.0023029915926588906,0.0,0.0,inf,0.0,inf,inf,raw/held_out/exp0009_broad_s14104_c24__probe.npz,inf,inf,inf,inf,0.13867681247610766,,14104,1923.8097315576767,broad,ABORT,acquisition_timeout,21.0,exp0009_broad_s14104_c24,inf,False
False,SAFE,0,True,19.33487530448481,0.9744087836235251,0.0009387097964404579,0.046723276070909855,False,0.38899999999999935,1.0906417259518422e-07,0.0037464399248917707,0.018497187418186973,raw/held_out/exp0009_broad_s14105_c00__sustained_contact.npz,1.3842547001889334,DECISION,observation_complete,0.7347982482580998,0.0,0.0,0.0,0.0,False,0.0,0.31098717341043625,1.926214774463168,0.7410110474722963,0.2987592204065171,0.0038871548861373136,0.02030708037414259,0.008160831605961141,1.0,-0.016144128234870075,0.06600000000000006,0.0,1.031792374235736,0.531739891934762,raw/held_out/exp0009_broad_s14105_c00__probe.npz,0.0,0.2703738208663372,0.0,1.0133299384464398,0.09694687377810968,,14105,152.33366302710576,broad,DECISION,observation_complete,6.0,exp0009_broad_s14105_c00,0.1151277547512605,True
True,UNSAFE,1,False,1.1928140276215828,1.537200570324184,0.0010830839330110559,0.05117714337379389,True,inf,inf,inf,inf,raw/held_out/exp0009_broad_s14105_c01__sustained_contact.npz,inf,ABORT,acquisition_timeout,0.735200920040387,0.0,0.0,inf,inf,True,inf,0.06030523887949655,0.35891076257609933,0.6598141234011794,0.5062526847493167,0.00036550578148288217,0.007973677053948821,0.002149688084815308,0.0,0.0,inf,0.0,inf,inf,raw/held_out/exp0009_broad_s14105_c01__probe.npz,inf,inf,inf,inf,0.6598141234011794,,14105,690.2124980387899,broad,ABORT,acquisition_timeout,18.0,exp0009_broad_s14105_c01,inf,False
True,UNSAFE,2,False,9.58956168798891,1.3553410936456909,0.0010415570727905117,0.05001746284451798,True,inf,inf,inf,inf,raw/held_out/exp0009_broad_s14105_c02__sustained_contact.npz,inf,ABORT,acquisition_timeout,0.7341739075209207,0.0,0.0,inf,inf,True,inf,0.05441898611353613,0.3103302451175629,0.555986711681508,0.38719472512529945,0.0004890653047077819,0.005438066567813959,0.0023859099044784234,0.0,0.0,inf,0.0,inf,inf,raw/held_out/exp0009_broad_s14105_c02__probe.npz,inf,inf,inf,inf,0.555986711681508,,14105,120.33404129984488,broad,ABORT,acquisition_timeout,17.0,exp0009_broad_s14105_c02,inf,False
True,UNSAFE,3,False,0.7640915241503555,5.155184263565402,0.0014834072173664976,0.06038931803281452,True,inf,inf,inf,inf,raw/held_out/exp0009_broad_s14105_c03__sustained_contact.npz,inf,ABORT,acquisition_timeout,0.7363446971846216,0.0,0.0,inf,inf,True,inf,0.0760081967411725,0.37916888053685266,0.5541354901070988,0.10177764693279728,0.0002639440219421432,0.0013847864936115007,0.002250117833687501,0.0,0.0,inf,0.0,inf,inf,raw/held_out/exp0009_broad_s14105_c03__probe.npz,inf,inf,inf,inf,0.5541354901070988,,14105,179.81356784019516,broad,ABORT,acquisition_timeout,13.0,exp0009_broad_s14105_c03,inf,False
False,SAFE,4,True,43.25243385691652,0.1525785375562133,0.0009153092690390473,0.03276616857416294,False,0.43299999999999983,7.686632616007864e-10,0.0010237215246540888,0.014971788834628689,raw/held_out/exp0009_broad_s14105_c04__sustained_contact.npz,1.438428462150073,DECISION,observation_complete,0.7372259838344197,0.0,0.0,0.0,0.0,False,0.0,0.23404021473147912,1.9216907357336577,0.8388742985720629,0.20213762914599465,0.0009867750963679315,0.010564885627251391,0.005962155419250581,1.0,-0.15432993973009887,0.08500000000000008,0.0,1.045884637197705,0.556948035577574,raw/held_out/exp0009_broad_s14105_c04__probe.npz,0.0,0.2740665977048005,0.0,1.000912908863356,0.04036871844388626,,14105,729.3003809603725,broad,DECISION,observation_complete,2.0,exp0009_broad_s14105_c04,0.1178703004762434,True
False,SAFE,5,True,22.70702351255985,0.25455785776822154,0.000647156189367995,0.03140781149576654,False,0.2919999999999998,6.505435366267683e-10,0.006706708115247997,0.019924619780833996,raw/held_out/exp0009_broad_s14105_c05__sustained_contact.npz,1.3849836641592972,DECISION,observation_complete,0.7312316614778945,0.0,0.0,0.0,0.0,False,0.0,0.375009206557821,2.3054284400381344,0.7836694576801397,0.42051409276262763,0.007121348105763475,0.02165287567355402,0.011150685451737773,1.0,-0.13579458970043634,0.08200000000000007,0.0,1.0365460526957058,0.5330712996295683,raw/held_out/exp0009_broad_s14105_c05__probe.npz,0.0,0.27161948834797967,0.0,1.2088560576946823,0.01590046045043741,,14105,78.51832634682853,broad,DECISION,observation_complete,2.0,exp0009_broad_s14105_c05,0.11965353809863087,True
