aborted,completed,damping_n_s_per_m,effective_mass_kg,first_contact_impulse_n_s,first_contact_peak_force_n,minimum_actuator_reserve,motor_saturation_fraction,name,near_loss_count,passive_force_squared_energy_n2_s,passive_max_commanded_probe_force_n,passive_recontact,passive_residual_force_rms_n,peak_angular_rate_rad_s,peak_attitude_deg,peak_contact_force_n,peak_target_acceleration_m_per_s2,peak_target_displacement_m,peak_target_velocity_m_per_s,peak_vehicle_position_disturbance_m,probe_contact_fraction,probe_correlation,probe_cross_correlation_lag_s,probe_delivery_bandwidth_hz,probe_normalized_rms_tracking_error,probe_peak_tracking_error_n,probe_recontact_count,probe_rms_tracking_error_n,probe_separation_count,probe_weighted_phase_lag_rad,recontact_peak_force_n,stiffness_n_per_m,terminal_phase,terminal_reason,total_recontact_count,unload_impulse_n_s,zero_separation_during_probe
False,True,12.0,1.2,0.0010444528248379848,0.049067749354444114,0.7365359281202749,0.0,stiff,0.0,0.0,0.0,False,0.0,0.22646373039264026,1.9265544673893098,0.9206419781113748,0.44799097157496204,0.000520219866823127,0.012413910075540387,0.00621771512564939,1.0,-0.15847637740569212,0.08500000000000008,0.0,1.0645223569460727,0.6511886986591385,0.0,0.2789504790228174,0.0,0.7429120981596479,0.07354818254880706,2200.0,DECISION,observation_complete,4.0,0.11913470856811893,True
True,False,3.0,1.2,0.0009683797190332322,0.048322787619533056,0.7324467835015597,0.0,compliant,0.0,inf,inf,True,inf,0.0672804484607149,0.347093658670161,0.6424534886964403,0.5198353471903389,0.0006452629427049035,0.006313673412130559,0.0023342371130484815,0.0,0.0,inf,0.0,inf,inf,inf,inf,inf,inf,0.6424534886964403,90.0,ABORT,acquisition_timeout,15.0,inf,False
False,True,0.5,1.0,0.0008855605816761557,0.04599698568507986,0.7364176661996182,0.0,lightly_damped,0.0,0.0,0.0,False,0.0,0.28183600141674875,1.951607786153268,0.7092655435856585,0.6565822831503633,0.0018035266222028899,0.031525797695883664,0.008005511855621993,1.0,-0.12290505705617394,-0.17999999999998018,0.0,1.02279544205273,0.543532793137876,0.0,0.26801623905905125,0.0,-3.7333112777881348,0.1482309921939998,450.0,DECISION,observation_complete,20.0,0.12924337867739033,True
False,True,55.0,1.0,0.001086879855413912,0.048999091356484815,0.736772455789583,0.0,highly_damped,0.0,0.0,0.0,False,0.0,0.248773569797497,1.9240984590123449,0.7975285772706069,0.15594274446359624,0.001389548940939124,0.008473403760656242,0.00604285427642212,1.0,-0.049662600668672716,0.07200000000000006,0.0,1.0367159626240425,0.5474304649098596,0.0,0.2716640120309169,0.0,0.9193514783427901,0.07736981199458612,450.0,DECISION,observation_complete,3.0,0.11428465953144887,True
False,True,8.0,0.12,0.0015158199132045786,0.02098606232642441,0.7373370199078846,0.0,low_mass,0.0,0.0,0.0,False,0.0,0.2677408538065618,1.933302204988137,0.8050392559719598,0.9974310403719774,0.001808572592891258,0.031068316228257235,0.007748033603321852,1.0,-0.2878383655532109,0.1250000000000001,0.0,1.043568821303259,0.5573179095223395,0.0,0.27345975469312567,0.0,1.7481897569657303,0.02903637378819464,450.0,DECISION,observation_complete,3.0,0.13504036912797696,True
True,False,8.0,5.5,0.001503586732924966,0.06077098332351779,0.7371418326249598,0.0,high_mass,0.0,inf,inf,True,inf,0.07546935221113044,0.3825310658463787,0.5566320383492226,0.09977108781112554,0.0001399713752562413,0.0014155033635679308,0.0021640134353659653,0.0,0.0,inf,0.0,inf,inf,inf,inf,inf,inf,0.5566320383492226,450.0,ABORT,acquisition_timeout,13.0,inf,False
True,False,2.0,2.5,0.0012759702560705493,0.055883589442582635,0.7359668791570255,0.0,exp0008_boundary,0.0,inf,inf,True,inf,0.07873112006858796,0.3781377873323399,0.5965118347582592,0.2329244925954602,0.0003573416269046632,0.002940370241057765,0.0022349627278937484,0.0,0.0,inf,0.0,inf,inf,inf,inf,inf,inf,0.5965118347582592,170.0,ABORT,acquisition_timeout,13.0,inf,False
True,False,0.45,3.8,0.0013970100428344731,0.05855654771138926,0.7365101519429306,0.0,contact_loss_stress,0.0,inf,inf,True,inf,0.0736016522346392,0.36621348251740066,0.556295486999562,0.13854720908858154,0.0003995315029152689,0.0017289074081382038,0.0023156617597209256,0.0,0.0,inf,0.0,inf,inf,inf,inf,inf,inf,0.556295486999562,120.0,ABORT,acquisition_timeout,13.0,inf,False
