target,pipeline,timing_profile,trial_count,failure_fraction,stiffness_relative_bias,stiffness_median_abs_relative_error,stiffness_p95_abs_relative_error,damping_relative_bias,damping_median_abs_relative_error,damping_p95_abs_relative_error,effective_mass_relative_bias,effective_mass_median_abs_relative_error,effective_mass_p95_abs_relative_error
rigid_high_stiffness,causal_polynomial,exp_0002_nominal_plus_mismatch,20,0.0,-0.24074980717137598,0.24414185784485512,0.28801861164466763,-2.4924163690396988,2.4952773774551806,2.537852761790922,-0.13924397825701576,0.13745269624781642,0.15627817686685824
rigid_high_stiffness,alpha_beta_gamma,exp_0002_nominal_plus_mismatch,20,0.0,-0.18121994792398283,0.18353440559593082,0.211722645377931,-2.600916058098549,2.595101693549024,2.637411454869957,-0.22858899834653404,0.23090811878718576,0.23641387408990458
rigid_high_stiffness,centered_savitzky_golay,exp_0002_nominal_plus_mismatch,20,0.0,0.03668477219223543,0.037012523406157016,0.054154267127206224,-0.07823556441426734,0.0767440066608332,0.10786394275138864,0.43537926730455023,0.4258469686498909,0.5799909846727213
rigid_high_stiffness,backward_difference,corrected_common_delay,20,0.0,-0.6096055081154315,0.609629863651798,0.6153054249861877,-0.5046345215746807,0.5048549449375898,0.5305053469016123,-1.022085079543001,1.0218645263178212,1.0233998272687186
rigid_high_stiffness,causal_low_pass,corrected_common_delay,20,0.0,-0.42021281062619986,0.42056184278958925,0.4291473636612329,-0.3153294577729338,0.31518140451983223,0.33505481025974243,-0.9000515325923046,0.8993126652763834,0.9166596595372115
rigid_high_stiffness,causal_polynomial,corrected_common_delay,20,0.0,-0.2734402919762445,0.27269597829203074,0.2883969349799344,-2.5007662882077706,2.500513383033259,2.5384388260637816,-0.14619093247475182,0.14286120333678554,0.1671471845066856
rigid_high_stiffness,alpha_beta_gamma,corrected_common_delay,20,0.0,-0.19987477227201544,0.2020854454038944,0.20804322157679975,-2.5844732607799608,2.581643242890557,2.6077399511067654,-0.23062609318685504,0.23241891297027628,0.23877568366801113
rigid_high_stiffness,centered_savitzky_golay,corrected_common_delay,20,0.0,0.039967303798348605,0.03916708390952919,0.05627579138068874,-0.057089022968228334,0.05763567994092069,0.07753513650462221,0.5117195071933122,0.5107275376748337,0.5386788592075845
compliant,backward_difference,synchronized,20,0.0,-0.4851944094426666,0.4860432060825851,0.488638337560781,-0.25163967740128845,0.2538517437736387,0.26629850474084044,-1.0014297700225816,1.0015624741031943,1.0028303211448548
compliant,causal_low_pass,synchronized,20,0.0,-0.37647602062259333,0.37648064492998945,0.38826301745483904,-0.17283854793721984,0.1738160625972151,0.1819893673195992,-0.808538334826714,0.8079260866119622,0.8304354631855214
compliant,causal_polynomial,synchronized,20,0.0,-0.2937944868406165,0.2948552251760942,0.30890577195399294,-0.8191105447092193,0.8190954956337605,0.8379723446615246,-0.6545172917862461,0.6553784232456368,0.6796936171454799
compliant,alpha_beta_gamma,synchronized,20,0.0,-0.22082879640800143,0.22074273098712943,0.22926975878402392,-0.8577439854941769,0.8586240031196619,0.865448263136074,-0.5257883955497501,0.5252505100397089,0.538007154809022
compliant,centered_savitzky_golay,synchronized,20,0.0,0.05117140397702308,0.05094047266223306,0.05524285873309031,-0.0025946090745971873,0.005837660247962617,0.01465433341659231,0.1533880690725204,0.15394872816403016,0.16000898124258084
compliant,backward_difference,exp_0002_nominal_timing,20,0.0,-0.48514550095199394,0.48601279715767987,0.4888710935555895,-0.18782503634731307,0.18788881745004976,0.20303541468304415,-1.0022514515711562,1.002384537590638,1.0037386566789865
compliant,causal_low_pass,exp_0002_nominal_timing,20,0.0,-0.37476691481080016,0.3748402259589761,0.3862820628827849,-0.125313292369996,0.1246345337040153,0.1361948389870467,-0.8098819069673528,0.8091055923908215,0.8311299155747128
