target_id,source_seed,case_index,noise_regime,noise_multiplier,observation_duration_s,feature_set,predicted_risk_class,predicted_risk_score,decision_margin,predicted_contact_loss_proxy,passive_persistence_veto_active,probe_force_squared_dose_n2_s,estimated_stiffness_n_per_m,estimated_damping_n_s_per_m,estimated_effective_mass_kg,stiffness_abs_relative_error,damping_abs_relative_error,effective_mass_abs_relative_error,true_stiffness_n_per_m,true_damping_n_s_per_m,true_effective_mass_kg,rd_observation_duration_s,rd_valid,rd_decay_rate_log,rd_decay_fit_r2,rd_decay_time_constant_log,rd_dominant_frequency_hz,rd_log_decrement_log,rd_damping_ratio,rd_peak_count_log,rd_residual_peak_log,rd_residual_rms_log,rd_displacement_ratio_log,rd_velocity_ratio_log,rd_threshold_reached,rd_time_to_threshold_fraction,rd_threshold_dwell_fraction,rd_zero_crossing_rate_log,rd_energy_decay_rate_log,rd_energy_ratio_log,predicted_peak_displacement_m,upper_peak_displacement_m,predicted_peak_velocity_m_per_s,upper_peak_velocity_m_per_s,predicted_late_hold_oscillation_rms_m,upper_late_hold_oscillation_rms_m,predicted_hold_settling_time_s,upper_hold_settling_time_s,actual_risk_class,actual_risk_score,classification_correct,false_safe,false_unsafe,actual_contact_loss_proxy,actual_peak_displacement_m,actual_peak_velocity_m_per_s,actual_late_hold_oscillation_rms_m,actual_hold_settling_time_s
validation_s6109_c06,6109,6,high,2.0,3.0,physical_chirp_ringdown,UNSAFE,1.5577104484150757,0.005595823659080068,False,True,0.2061243370333079,1096.0176980966037,1.8040327080193796,4.273497478154107,0.06498018109008259,4.410824781031893,0.15636952770121587,1172.1865953326892,0.33341177750637385,5.065603505892074,3.0,1.0,0.07311745443735031,0.05832970663068082,2.6520241463217866,2.3294509151414804,0.03300384272986092,0.005340290122784134,3.1780538303479458,-7.193619077757551,-7.7600908623890925,-0.14002172209062833,0.02616272673839808,0.0,1.0,0.0,1.791759469228055,0.09617842456136687,0.038584466207952646,0.002034974580500006,0.002339364488899327,0.009326445053264203,0.010250665038468037,0.0003675672192311248,0.0023365656726226135,1.647246136576483,2.8156683062454237,UNSAFE,1.442,True,False,False,False,0.001980276562030563,0.008786437988949495,0.00017717209603870291,2.884
validation_s6110_c02,6110,2,low,0.5,0.0,chirp_only,CAUTION,1.1736095755878047,0.1617074460087109,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008283888905784713,0.009654029895816409,0.03613992239086893,0.04031661104083984,2.090420121125624e-05,0.00027374685476892145,1.2855855599272688,2.3472191511756093,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.0,ringdown_only,UNSAFE,2.2675388373843295,0.3605233024305976,True,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005124139456751859,0.027210466048611954,0.01646220961382455,0.08616570394180632,3.575443506907424e-07,0.0009610387831829242,0.41404706336093045,3.0,UNSAFE,1.5,True,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.0,chirp_ringdown,CAUTION,1.173609575587804,0.16170744600871134,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008283888905784647,0.00965402989581647,0.03613992239086911,0.04031661104084036,2.090420121125873e-05,0.000273746854768778,1.285585559927267,2.347219151175608,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.0,physical_chirp_ringdown,CAUTION,1.2290959884500559,0.12207429396424574,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008448385649674381,0.009778336522245327,0.03613212480050918,0.040268782453617806,3.8195120762201525e-05,0.00044595885779863945,1.2833502605207787,2.4581919769001117,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.25,chirp_only,CAUTION,1.1736095755878047,0.1617074460087109,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.25,1.0,1.1107887381781023,0.4297803126640053,0.39943203548117673,3.921568627451064,0.0,0.0,0.0,-6.234214768394709,-6.792151718262623,-0.5979023801733131,0.506539087072281,0.0,1.0,0.0,1.6094379124341003,0.0,0.6266501306306249,0.008283888905784713,0.009654029895816409,0.03613992239086893,0.04031661104083984,2.090420121125624e-05,0.00027374685476892145,1.2855855599272688,2.3472191511756093,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.25,ringdown_only,UNSAFE,4.38211579311254,0.9004959083062911,True,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.25,1.0,1.1107887381781023,0.4297803126640053,0.39943203548117673,3.921568627451064,0.0,0.0,0.0,-6.234214768394709,-6.792151718262623,-0.5979023801733131,0.506539087072281,0.0,1.0,0.0,1.6094379124341003,0.0,0.6266501306306249,0.011461035192696187,0.038009918166125825,0.04040601509892598,0.14001634085405495,0.00013867633902279482,0.00657317368966881,1.1388595132426564,2.717657823722066,UNSAFE,1.5,True,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.25,chirp_ringdown,CAUTION,1.054716907905975,0.054716907905975054,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.25,1.0,1.1107887381781023,0.4297803126640053,0.39943203548117673,3.921568627451064,0.0,0.0,0.0,-6.234214768394709,-6.792151718262623,-0.5979023801733131,0.506539087072281,0.0,1.0,0.0,1.6094379124341003,0.0,0.6266501306306249,0.008029505527437059,0.009360046332721894,0.034080447174433634,0.03787197900662142,5.396126841133272e-05,0.0005577716293572079,1.2828761419810861,2.10943381581195,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.25,physical_chirp_ringdown,CAUTION,1.0577421250790198,0.05774212507901977,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.25,1.0,1.1107887381781023,0.4297803126640053,0.39943203548117673,3.921568627451064,0.0,0.0,0.0,-6.234214768394709,-6.792151718262623,-0.5979023801733131,0.506539087072281,0.0,1.0,0.0,1.6094379124341003,0.0,0.6266501306306249,0.008168097384074757,0.009505531544580273,0.03410921644600795,0.03790543611093216,8.647012260919407e-05,0.0007961157605176156,1.2731627184231433,2.1154842501580395,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.5,chirp_only,CAUTION,1.1736095755878047,0.1617074460087109,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.5,1.0,0.3479746565995618,0.095519750310738,1.2245727721318211,1.9801980198020224,0.0,0.0,0.6931471805599453,-6.1544214530374814,-6.471311234107196,-0.27706189601788567,0.24555264978186964,0.0,1.0,0.0,1.6094379124341003,0.0,0.22523522314747021,0.008283888905784713,0.009654029895816409,0.03613992239086893,0.04031661104083984,2.090420121125624e-05,0.00027374685476892145,1.2855855599272688,2.3472191511756093,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.5,ringdown_only,UNSAFE,21.567844173961287,7.087941565235482,True,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.5,1.0,0.3479746565995618,0.095519750310738,1.2245727721318211,1.9801980198020224,0.0,0.0,0.6931471805599453,-6.1544214530374814,-6.471311234107196,-0.27706189601788567,0.24555264978186964,0.0,1.0,0.0,1.6094379124341003,0.0,0.22523522314747021,0.010497225324014805,0.02804942112715376,0.038501106625520025,0.11219860135658889,0.0018266040215871924,0.03235176626094193,1.9335409826551024,3.162314111902226,UNSAFE,1.5,True,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.5,chirp_ringdown,CAUTION,1.3150510442128596,0.16760728389236912,False,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.5,1.0,0.3479746565995618,0.095519750310738,1.2245727721318211,1.9801980198020224,0.0,0.0,0.6931471805599453,-6.1544214530374814,-6.471311234107196,-0.27706189601788567,0.24555264978186964,0.0,1.0,0.0,1.6094379124341003,0.0,0.22523522314747021,0.007293670910733503,0.008352761719771565,0.03235663906835391,0.035455662918734226,0.0002245078271105812,0.0019725765663192894,1.6585576928523478,2.51678376220595,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,0.5,physical_chirp_ringdown,CAUTION,1.579012911611255,0.16760728389236912,False,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,0.5,1.0,0.3479746565995618,0.095519750310738,1.2245727721318211,1.9801980198020224,0.0,0.0,0.6931471805599453,-6.1544214530374814,-6.471311234107196,-0.27706189601788567,0.24555264978186964,0.0,1.0,0.0,1.6094379124341003,0.0,0.22523522314747021,0.007410457352971898,0.008388727772249499,0.03247648197219067,0.03552123002015794,0.0003095515325998208,0.0023685193674168824,1.6267648323792847,2.500058801166734,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.0,chirp_only,CAUTION,1.1736095755878047,0.1617074460087109,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.0,1.0,0.1907967934201553,0.06048632202025683,1.7504283736536852,1.9900497512438236,0.06733654596653277,0.011085320979966737,1.0986122886681096,-6.224729740916958,-6.320620532441234,-0.12637119435192387,-0.39387533569546185,0.0,1.0,0.0,1.6094379124341003,0.4330846912992104,-0.5608290135796536,0.008283888905784713,0.009654029895816409,0.03613992239086893,0.04031661104083984,2.090420121125624e-05,0.00027374685476892145,1.2855855599272688,2.3472191511756093,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.0,ringdown_only,UNSAFE,24.838517195638826,8.31444394836456,True,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.0,1.0,0.1907967934201553,0.06048632202025683,1.7504283736536852,1.9900497512438236,0.06733654596653277,0.011085320979966737,1.0986122886681096,-6.224729740916958,-6.320620532441234,-0.12637119435192387,-0.39387533569546185,0.0,1.0,0.0,1.6094379124341003,0.4330846912992104,-0.5608290135796536,0.010993291376668523,0.026732789395137308,0.04180181525773086,0.11076555244235994,0.0013944065201374667,0.03725777579345824,1.9838059386698716,3.3694010334904934,UNSAFE,1.5,True,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.0,chirp_ringdown,UNSAFE,1.4187655764929166,0.013403983209226089,False,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.0,1.0,0.1907967934201553,0.06048632202025683,1.7504283736536852,1.9900497512438236,0.06733654596653277,0.011085320979966737,1.0986122886681096,-6.224729740916958,-6.320620532441234,-0.12637119435192387,-0.39387533569546185,0.0,1.0,0.0,1.6094379124341003,0.4330846912992104,-0.5608290135796536,0.007478760951722388,0.008473797212622895,0.0327410454785826,0.036414675903611325,0.00025406379344066436,0.0014216175561916693,1.8108569414411892,2.837531152985833,UNSAFE,1.5,True,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.0,physical_chirp_ringdown,UNSAFE,1.4235606047580163,0.016829003398583176,False,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.0,1.0,0.1907967934201553,0.06048632202025683,1.7504283736536852,1.9900497512438236,0.06733654596653277,0.011085320979966737,1.0986122886681096,-6.224729740916958,-6.320620532441234,-0.12637119435192387,-0.39387533569546185,0.0,1.0,0.0,1.6094379124341003,0.4330846912992104,-0.5608290135796536,0.0076523476544764065,0.008696540251135029,0.032928174250345346,0.03655568360129866,0.00032926741189078846,0.0019366823910478622,1.7633389289287258,2.8471212095160325,UNSAFE,1.5,True,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.5,chirp_only,CAUTION,1.1736095755878047,0.1617074460087109,False,False,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.5,1.0,0.22718132585128428,0.1448377216208092,1.5934479020273773,1.9933554817276171,0.06749442422802542,0.011112195479755489,1.3862943611198906,-6.3724002857486,-6.862616291105632,-0.6683669530163222,0.20087398476912952,0.0,1.0,0.0,1.7346010553881064,0.3034157586411851,0.049677824616083936,0.008283888905784713,0.009654029895816409,0.03613992239086893,0.04031661104083984,2.090420121125624e-05,0.00027374685476892145,1.2855855599272688,2.3472191511756093,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.5,ringdown_only,UNSAFE,20.257876082113228,6.59670353079246,True,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.5,1.0,0.22718132585128428,0.1448377216208092,1.5934479020273773,1.9933554817276171,0.06749442422802542,0.011112195479755489,1.3862943611198906,-6.3724002857486,-6.862616291105632,-0.6683669530163222,0.20087398476912952,0.0,1.0,0.0,1.7346010553881064,0.3034157586411851,0.049677824616083936,0.01125170399742414,0.030820341869303266,0.041947423168996405,0.11226535073982181,0.000814186815111964,0.030386814123169844,1.8142924398102864,3.3688457091918385,UNSAFE,1.5,True,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.5,chirp_ringdown,CAUTION,1.2934381410243005,0.4898851566712732,False,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.5,1.0,0.22718132585128428,0.1448377216208092,1.5934479020273773,1.9933554817276171,0.06749442422802542,0.011112195479755489,1.3862943611198906,-6.3724002857486,-6.862616291105632,-0.6683669530163222,0.20087398476912952,0.0,1.0,0.0,1.7346010553881064,0.3034157586411851,0.049677824616083936,0.007672652151891423,0.008752595425673257,0.032890462569752074,0.03639525036738519,9.174473127540568e-05,0.0005035518380258937,1.65235551764451,2.586876282048601,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
validation_s6110_c02,6110,2,low,0.5,1.5,physical_chirp_ringdown,CAUTION,1.25908929739365,0.4898851566712732,False,True,0.2061243370333079,291.97325283066596,0.5754683240015803,1.5933485678697314,0.045805591691179474,0.09338632512639565,0.07221493087071511,305.9892725090988,0.5263174696601918,1.4860346764391898,1.5,1.0,0.22718132585128428,0.1448377216208092,1.5934479020273773,1.9933554817276171,0.06749442422802542,0.011112195479755489,1.3862943611198906,-6.3724002857486,-6.862616291105632,-0.6683669530163222,0.20087398476912952,0.0,1.0,0.0,1.7346010553881064,0.3034157586411851,0.049677824616083936,0.00782614582492882,0.008873711750283246,0.033029536826730994,0.03653841521493854,0.00011208531947409323,0.0006171464115052957,1.590428759038014,2.5181785947873,UNSAFE,1.5,False,False,False,False,0.007881864839737828,0.03384996779669289,0.000589109390885213,3.0
